node,_wkshell,degree_centrality,betweenness_centrality,eigenvector_centrality,closeness_centrality,load_centrality,pagerank,information_centrality
AT1G59990,0,0.0003151591553734636,0.0,0.0008624827311782819,0.23547347847594116,0.0,6.513975281270305e-05,0.00019132693524752953
AT1G65440,0,0.0034667507091080993,0.0002920461178436065,9.302544304367565e-05,0.2390680484502005,0.00031227995599847846,0.0004158374265429679,0.00041857397098060044
AT1G60160,0,0.0003151591553734636,0.0,0.0022029217240375175,0.29309718555063025,0.0,9.297384482036104e-05,0.0001968381996299594
AT1G60220,0,0.0003151591553734636,0.0,4.9768783678442834e-05,0.24087676082208015,0.0,9.580085711577454e-05,0.00019149173911852454
AT1G60420,0,0.002206114087614245,0.0001147320196339094,0.0004660227812859267,0.26466298338978533,0.0001357250909925976,0.0003258396705781353,0.00039156008785576406
AT2G18510,0,0.002836432398361172,0.0006845805012585394,0.0006030741612027241,0.23991931758595395,0.0007059703308813013,0.0003405414132072717,0.0004028041607748798
AT2G34970,0,0.005672864796722344,0.00017504621668529082,0.010057848720949737,0.28128793001630875,0.00017705821142209948,0.0004607877325246819,0.00044982024291638224
AT2G40030,0,0.00441222817522849,0.0006755661933337985,0.0011059794875576262,0.2320411404106984,0.0006414998962914964,0.0004890436827584964,0.0004260157120856579
AT3G07300,0,0.002836432398361172,0.0005054329440966245,0.004110553815738195,0.3113330839424006,0.00045641896154858863,0.00028361431899600345,0.0004174915008717354
AT3G13860,0,0.003151591553734636,0.0002610627869574814,0.0024546917888073404,0.2747004531305566,0.0003031552306295886,0.0003014850065781868,0.0004235915264558718
AT3G52090,0,0.004727387330601953,0.00014810528815102669,0.0012925101202022225,0.2502604888285376,0.0002152936740763167,0.0004418384854680496,0.00043756560500844325
AT3G59600,0,0.00441222817522849,0.0008222636150421439,0.0012864759058621616,0.24969970517693527,0.0008634023173761698,0.0004319925191113205,0.0004316891118430853
AT4G14660,0,0.0025212732429877086,3.8531043902097495e-06,0.0010747893015783387,0.23021578698196105,7.621064748102883e-06,0.0002449671570488093,0.0004043587699539644
AT4G29830,0,0.0018909549322407813,0.00029301478766418634,0.0006826562515764101,0.2557388718481755,0.0003243025361047539,0.00021782178934196493,0.00038221978964390077
AT5G38640,0,0.005042546485975417,0.00017122505909125823,0.008854446462213929,0.27871723705319673,0.00017345716310647263,0.0004228347321106974,0.0004455928258477797
AT1G60650,0,0.0006303183107469272,2.6703585986838126e-05,2.596672489035595e-06,0.19598631395305283,6.732872474741584e-05,0.00017479840767858337,0.00022391706397178318
AT3G18990,0,0.0006303183107469272,2.790163042827674e-05,1.036119719795088e-05,0.19294523702503863,5.441797694484768e-05,0.0001846818550509001,0.00020996327722357295
