"Binary (literature evidence APID)","cor_val_>=4_[σ]","cor_val_>=5_[σ]","cor_val_[σ]","Count of publications","experimentral System","F_FDR_0.001","F_FDR_0.01","F_FDR_0.05","F_FDR_1e-04","Highlight Novel Stylel In Cytoscape (shows score if published)","Inter-cluster edge","interaction","name","Pubmed Ids","R_FDR_0.001","R_FDR_0.01","R_FDR_0.05","R_FDR_1e-04","score_cor","score_FDR","score_FDR+cor","selected","shared interaction","shared name","source","Source Gene names (SGD/UniProt-primary or ordered locus)","target","Target Gene names  (SGD/UniProt-primary or ordered locus)"
"true","false","false","3.389889567","17","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-Western, Affinity Capture-Western, Affinity Capture-MS, Co-purification, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-Western, Affinity Capture-MS, Co-localization, Affinity Capture-MS, Reconstituted Complex, Affinity Capture-MS, Co-crystal Structure, Affinity Capture-MS, Affinity Capture-MS","true","true","true","true","4","false","interacts with","YPL047W (interacts with) YMR223W","PUBMED:15282323, PUBMED:15657442, PUBMED:15657441, PUBMED:20434206, PUBMED:21734642, PUBMED:31969703, PUBMED:15657442, PUBMED:15657441, PUBMED:15657441, PUBMED:16554755, PUBMED:16611979, PUBMED:19226466, PUBMED:20434206, PUBMED:21734642, PUBMED:22771212, PUBMED:23599000, PUBMED:30249596","false","false","false","false","0","4","4","false","interacts with","YPL047W (interacts with) YMR223W","YPL047W","SGF11","YMR223W","UBP8"
,"false","false","3.143917278","4","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS","true","true","true","true","4","false","interacts with","YPL047W (interacts with) YHR099W","PUBMED:15282323, PUBMED:15657442, PUBMED:21734642, PUBMED:20489023","false","false","false","false","0","4","4","false","interacts with","YPL047W (interacts with) YHR099W","YPL047W","SGF11","YHR099W","TRA1"
,"false","false","1.466036461","0","","true","true","true","true",,"true","interacts with","YPL047W (interacts with) YPL036W","","false","false","false","false","0","4","4","false","interacts with","YPL047W (interacts with) YPL036W","YPL047W","SGF11","YPL036W","PMA2"
,"false","false","2.983689081","5","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS","true","true","true","true","4","false","interacts with","YPL047W (interacts with) YMR236W","PUBMED:15282323, PUBMED:15657442, PUBMED:15657441, PUBMED:21734642, PUBMED:21734642","false","false","false","false","0","4","4","false","interacts with","YPL047W (interacts with) YMR236W","YPL047W","SGF11","YMR236W","TAF9"
,"true","false","4.754837619","7","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS","true","true","true","true","5","false","interacts with","YPL047W (interacts with) YPL254W","PUBMED:15282323, PUBMED:15657442, PUBMED:15657441, PUBMED:16554755, PUBMED:21734642, PUBMED:21734642, PUBMED:27647735","false","false","false","false","1","4","5","false","interacts with","YPL047W (interacts with) YPL254W","YPL047W","SGF11","YPL254W","HFI1"
,"true","false","4.713799642","0","","false","false","false","false",,"true","interacts with","YBR083W (interacts with) YOR303W","","false","true","true","false","1","2","3","false","interacts with","YBR083W (interacts with) YOR303W","YBR083W","TEC1","YOR303W","CPA1"
,"true","true","5.615289671","10","Affinity Capture-MS, Affinity Capture-Western, Reconstituted Complex, Affinity Capture-Western, Reconstituted Complex, Reconstituted Complex, Reconstituted Complex, Affinity Capture-Western, Affinity Capture-MS, Reconstituted Complex","true","true","true","true","10","false","interacts with","YBR083W (interacts with) YHR084W","PUBMED:11805837, PUBMED:16782869, PUBMED:16782869, PUBMED:24732795, PUBMED:9036858, PUBMED:9234690, PUBMED:16782869, PUBMED:16782869, PUBMED:20489023, PUBMED:20584076","true","true","true","true","2","8","10","false","interacts with","YBR083W (interacts with) YHR084W","YBR083W","TEC1","YHR084W","STE12"
,"false","false","2.151030616","0","","true","true","true","false",,"true","interacts with","YKL010C (interacts with) YDL073W","","false","false","false","false","0","3","3","false","interacts with","YKL010C (interacts with) YDL073W","YKL010C","UFD4","YDL073W","AHK1"
"true","true","true","7.911341876","11","Reconstituted Complex, Two-hybrid, Affinity Capture-MS, Affinity Capture-Western, Affinity Capture-MS, Reconstituted Complex, Affinity Capture-MS, Affinity Capture-Western, Two-hybrid, Two-hybrid, FRET","true","true","true","true","10","false","interacts with","YHR084W (interacts with) YPL049C","PUBMED:10825185, PUBMED:9343403, PUBMED:12590263, PUBMED:9094309, PUBMED:16554755, PUBMED:16782869, PUBMED:20489023, PUBMED:8918885, PUBMED:9094309, PUBMED:18719252, PUBMED:19079053","true","true","true","true","2","8","10","false","interacts with","YHR084W (interacts with) YPL049C","YHR084W","STE12","YPL049C","DIG1"
,"false","false","-0.678702511","0","","true","true","true","false",,"true","interacts with","YHR084W (interacts with) YHR079C","","false","false","false","false","0","3","3","false","interacts with","YHR084W (interacts with) YHR079C","YHR084W","STE12","YHR079C","IRE1"
,"true","false","4.731589637","0","","false","false","true","false",,"false","interacts with","YER151C (interacts with) YCR047C","","false","false","false","false","1","1","2","false","interacts with","YER151C (interacts with) YCR047C","YER151C","UBP3","YCR047C","BUD23"
,"false","false","1.940500056","0","","false","true","true","false",,"true","interacts with","YER151C (interacts with) YPR008W","","false","false","false","false","0","2","2","false","interacts with","YER151C (interacts with) YPR008W","YER151C","UBP3","YPR008W","HAA1"
"true","true","true","6.298382222","18","Affinity Capture-Western, Affinity Capture-MS, Affinity Capture-MS, Co-crystal Structure, Affinity Capture-Western, Reconstituted Complex, Co-purification, Affinity Capture-MS, Affinity Capture-Western, Affinity Capture-Western, Two-hybrid, Two-hybrid, Affinity Capture-MS, Affinity Capture-Western, Reconstituted Complex, Reconstituted Complex, Two-hybrid, Affinity Capture-MS","true","true","true","true","10","false","interacts with","YER151C (interacts with) YNR051C","PUBMED:12778054, PUBMED:16554755, PUBMED:16429126, PUBMED:17632125, PUBMED:17632125, PUBMED:17632125, PUBMED:18498751, PUBMED:20508643, PUBMED:26787877, PUBMED:12778054, PUBMED:12778054, PUBMED:11283351, PUBMED:17556048, PUBMED:17632125, PUBMED:17632125, PUBMED:15955808, PUBMED:18719252, PUBMED:20508643","true","true","true","true","2","8","10","false","interacts with","YER151C (interacts with) YNR051C","YER151C","UBP3","YNR051C","BRE5"
,"true","true","5.056012817","1","Affinity Capture-MS","false","false","false","false","2","true","interacts with","YER151C (interacts with) YDL092W","PUBMED:20508643","false","false","false","false","2","0","2","false","interacts with","YER151C (interacts with) YDL092W","YER151C","UBP3","YDL092W","SRP14"
,"true","true","5.359377696","0","","false","false","false","false",,"false","interacts with","YER151C (interacts with) YCR087C-A","","false","false","false","false","2","0","2","false","interacts with","YER151C (interacts with) YCR087C-A","YER151C","UBP3","YCR087C-A","YCR087C-A"
,"true","true","5.161495837","1","Affinity Capture-MS","false","false","false","false","4","false","interacts with","YER151C (interacts with) YGR027C","PUBMED:20508643","false","true","true","false","2","2","4","false","interacts with","YER151C (interacts with) YGR027C","YER151C","UBP3","YGR027C","RPS25A"
,"true","true","5.128786324","1","Affinity Capture-MS","false","false","false","false","2","false","interacts with","YER151C (interacts with) YGL123W","PUBMED:20508643","false","false","false","false","2","0","2","false","interacts with","YER151C (interacts with) YGL123W","YER151C","UBP3","YGL123W","RPS2"
,"true","true","5.5777123","1","Affinity Capture-MS","false","false","false","false","2","true","interacts with","YER151C (interacts with) YGR178C","PUBMED:20508643","false","false","false","false","2","0","2","false","interacts with","YER151C (interacts with) YGR178C","YER151C","UBP3","YGR178C","PBP1"
,"true","false","4.030164893","1","Affinity Capture-MS","false","false","false","false","2","true","interacts with","YER151C (interacts with) YGR148C","PUBMED:20508643","false","false","true","false","1","1","2","false","interacts with","YER151C (interacts with) YGR148C","YER151C","UBP3","YGR148C","RPL24B"
,"true","true","5.247748303","0","","false","false","false","false",,"false","interacts with","YER151C (interacts with) YHL013C","","false","false","false","false","2","0","2","false","interacts with","YER151C (interacts with) YHL013C","YER151C","UBP3","YHL013C","OTU2"
,"true","false","4.37710903","0","","false","false","false","false",,"false","interacts with","YER151C (interacts with) YGR214W","","false","false","true","false","1","1","2","false","interacts with","YER151C (interacts with) YGR214W","YER151C","UBP3","YGR214W","RPS0A"
,"true","false","4.987244966","0","","false","false","false","false",,"false","interacts with","YER151C (interacts with) YJL136C","","false","false","true","false","1","1","2","false","interacts with","YER151C (interacts with) YJL136C","YER151C","UBP3","YJL136C","RPS21B"
"true","true","true","5.053691316","4","Affinity Capture-MS, Affinity Capture-Western, Two-hybrid, Affinity Capture-Western","false","false","false","false","2","true","interacts with","YER151C (interacts with) YHR121W","PUBMED:20508643, PUBMED:30366994, PUBMED:30366994, PUBMED:30366994","false","false","false","false","2","0","2","false","interacts with","YER151C (interacts with) YHR121W","YER151C","UBP3","YHR121W","LSM12"
,"true","false","4.28898246","1","Affinity Capture-MS","false","false","false","false","5","false","interacts with","YER151C (interacts with) YLR048W","PUBMED:20508643","true","true","true","true","1","4","5","false","interacts with","YER151C (interacts with) YLR048W","YER151C","UBP3","YLR048W","RPS0B"
,"true","true","5.060556074","1","Affinity Capture-MS","false","false","false","false","2","false","interacts with","YER151C (interacts with) YJL191W","PUBMED:20508643","false","false","false","false","2","0","2","false","interacts with","YER151C (interacts with) YJL191W","YER151C","UBP3","YJL191W","RPS14B"
,"true","true","5.225005039","2","Affinity Capture-MS, Affinity Capture-MS","false","false","false","false","4","false","interacts with","YER151C (interacts with) YLR150W","PUBMED:16554755, PUBMED:20508643","false","true","true","false","2","2","4","false","interacts with","YER151C (interacts with) YLR150W","YER151C","UBP3","YLR150W","STM1"
,"true","false","4.180573625","1","Affinity Capture-MS","false","false","false","false","2","true","interacts with","YER151C (interacts with) YLR075W","PUBMED:20508643","false","false","true","false","1","1","2","false","interacts with","YER151C (interacts with) YLR075W","YER151C","UBP3","YLR075W","RPL10"
,"true","false","4.331781377","0","","false","false","false","false",,"true","interacts with","YER151C (interacts with) YLR325C","","false","false","true","false","1","1","2","false","interacts with","YER151C (interacts with) YLR325C","YER151C","UBP3","YLR325C","RPL38"
,"true","true","5.018466659","0","","false","false","false","false",,"false","interacts with","YER151C (interacts with) YLR264W","","false","false","false","false","2","0","2","false","interacts with","YER151C (interacts with) YLR264W","YER151C","UBP3","YLR264W","RPS28B"
,"true","false","4.877315917","2","Affinity Capture-MS, Affinity Capture-MS","false","false","false","false","3","false","interacts with","YER151C (interacts with) YLR441C","PUBMED:16429126, PUBMED:20508643","false","true","true","false","1","2","3","false","interacts with","YER151C (interacts with) YLR441C","YER151C","UBP3","YLR441C","RPS1A"
,"true","true","5.150194768","0","","false","false","false","false",,"false","interacts with","YER151C (interacts with) YLR388W","","false","false","false","false","2","0","2","false","interacts with","YER151C (interacts with) YLR388W","YER151C","UBP3","YLR388W","RPS29A"
,"true","true","5.100179647","3","Affinity Capture-MS, Proximity Label-MS, Affinity Capture-Western","false","false","false","false","2","false","interacts with","YER151C (interacts with) YMR116C","PUBMED:20508643, PUBMED:28982715, PUBMED:28982715","false","false","false","false","2","0","2","false","interacts with","YER151C (interacts with) YMR116C","YER151C","UBP3","YMR116C","ASC1"
,"true","false","4.70018015","1","Affinity Capture-MS","false","false","false","false","3","false","interacts with","YER151C (interacts with) YML063W","PUBMED:20508643","false","true","true","false","1","2","3","false","interacts with","YER151C (interacts with) YML063W","YER151C","UBP3","YML063W","RPS1B"
,"true","false","4.888268834","1","Affinity Capture-MS","false","false","false","false","4","false","interacts with","YER151C (interacts with) YNL112W","PUBMED:20508643","true","true","true","false","1","3","4","false","interacts with","YER151C (interacts with) YNL112W","YER151C","UBP3","YNL112W","DBP2"
,"true","true","5.099958399","1","Affinity Capture-MS","false","false","false","false","4","false","interacts with","YER151C (interacts with) YNL096C","PUBMED:20508643","false","true","true","false","2","2","4","false","interacts with","YER151C (interacts with) YNL096C","YER151C","UBP3","YNL096C","RPS7B"
,"true","true","5.071850045","1","Affinity Capture-MS","false","false","false","false","2","false","interacts with","YER151C (interacts with) YOL040C","PUBMED:20508643","false","false","false","false","2","0","2","false","interacts with","YER151C (interacts with) YOL040C","YER151C","UBP3","YOL040C","RPS15"
,"true","true","5.203778283","1","Affinity Capture-MS","false","false","false","false","4","false","interacts with","YER151C (interacts with) YNL302C","PUBMED:20508643","false","true","true","false","2","2","4","false","interacts with","YER151C (interacts with) YNL302C","YER151C","UBP3","YNL302C","RPS19B"
,"true","true","5.049664597","1","Affinity Capture-MS","false","false","false","false","2","false","interacts with","YER151C (interacts with) YOR096W","PUBMED:20508643","false","false","false","false","2","0","2","false","interacts with","YER151C (interacts with) YOR096W","YER151C","UBP3","YOR096W","RPS7A"
,"true","false","4.970488422","1","Affinity Capture-MS","false","false","false","false","3","false","interacts with","YER151C (interacts with) YOL121C","PUBMED:20508643","false","true","true","false","1","2","3","false","interacts with","YER151C (interacts with) YOL121C","YER151C","UBP3","YOL121C","RPS19A"
,"false","false","3.705394329","0","","false","false","false","false",,"false","interacts with","YER151C (interacts with) YPL081W","","true","true","true","true","0","4","4","false","interacts with","YER151C (interacts with) YPL081W","YER151C","UBP3","YPL081W","RPS9A"
,"true","true","5.041776565","0","","false","false","false","false",,"false","interacts with","YER151C (interacts with) YOR119C","","false","false","false","false","2","0","2","false","interacts with","YER151C (interacts with) YOR119C","YER151C","UBP3","YOR119C","RIO1"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YBL092W","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YBL092W","YBR084C-A","RPL19A","YBL092W","RPL32"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YBR084C-A (interacts with) YAL035W","","false","false","false","false","0","4","4","false","interacts with","YBR084C-A (interacts with) YAL035W","YBR084C-A","RPL19A","YAL035W","FUN12"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YBR084C-A (interacts with) YBR084C-A;YBL027W","","false","false","false","false","0","4","4","false","interacts with","YBR084C-A (interacts with) YBR084C-A;YBL027W","YBR084C-A","RPL19A","YBR084C-A;YBL027W","RPL19B;RPL19A"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YBR031W","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YBR031W","YBR084C-A","RPL19A","YBR031W","RPL4A"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YBR084C-A (interacts with) YBR191W","","false","false","false","false","0","4","4","false","interacts with","YBR084C-A (interacts with) YBR191W","YBR084C-A","RPL19A","YBR191W","RPL21A"
,"false","false",,"0","","true","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YBR084W","","false","false","false","false","0","3","3","false","interacts with","YBR084C-A (interacts with) YBR084W","YBR084C-A","RPL19A","YBR084W","MIS1"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YBR084C-A (interacts with) YDL081C","","false","false","false","false","0","4","4","false","interacts with","YBR084C-A (interacts with) YDL081C","YBR084C-A","RPL19A","YDL081C","RPP1A"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YBR084C-A (interacts with) YBR263W","","false","false","false","false","0","4","4","false","interacts with","YBR084C-A (interacts with) YBR263W","YBR084C-A","RPL19A","YBR263W","SHM1"
,"false","false",,"1","Co-crystal Structure","true","true","true","false","3","true","interacts with","YBR084C-A (interacts with) YDR101C","PUBMED:23142985","false","false","false","false","0","3","3","false","interacts with","YBR084C-A (interacts with) YDR101C","YBR084C-A","RPL19A","YDR101C","ARX1"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YDL191W;YDL136W","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YDL191W;YDL136W","YBR084C-A","RPL19A","YDL191W;YDL136W","RPL35B;RPL35A"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YBR084C-A (interacts with) YDR382W","","false","false","false","false","0","4","4","false","interacts with","YBR084C-A (interacts with) YDR382W","YBR084C-A","RPL19A","YDR382W","RPP2B"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YDR381W","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YDR381W","YBR084C-A","RPL19A","YDR381W","YRA1"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YER056C-A","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YER056C-A","YBR084C-A","RPL19A","YER056C-A","RPL34A"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YEL054C;YDR418W","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YEL054C;YDR418W","YBR084C-A","RPL19A","YEL054C;YDR418W","RPL12B;RPL12A"
,"false","false",,"0","","true","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YFL034C-A","","false","false","false","false","0","3","3","false","interacts with","YBR084C-A (interacts with) YFL034C-A","YBR084C-A","RPL19A","YFL034C-A","RPL22B"
,"false","false",,"1","Affinity Capture-MS","false","true","true","false","2","true","interacts with","YBR084C-A (interacts with) YER151C","PUBMED:20508643","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YER151C","YBR084C-A","RPL19A","YER151C","UBP3"
,"false","false",,"0","","true","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YGL031C","","false","false","false","false","0","3","3","false","interacts with","YBR084C-A (interacts with) YGL031C","YBR084C-A","RPL19A","YGL031C","RPL24A"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YBR084C-A (interacts with) YFR031C-A;YIL018W","","false","false","false","false","0","4","4","false","interacts with","YBR084C-A (interacts with) YFR031C-A;YIL018W","YBR084C-A","RPL19A","YFR031C-A;YIL018W","RPL2B;RPL2A"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YGL099W","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YGL099W","YBR084C-A","RPL19A","YGL099W","LSG1"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YGL076C","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YGL076C","YBR084C-A","RPL19A","YGL076C","RPL7A"
,"false","false",,"1","Affinity Capture-MS","false","true","true","false","2","true","interacts with","YBR084C-A (interacts with) YGL246C","PUBMED:12612077","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YGL246C","YBR084C-A","RPL19A","YGL246C","RAI1"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YBR084C-A (interacts with) YGL147C","","false","false","false","false","0","4","4","false","interacts with","YBR084C-A (interacts with) YGL147C","YBR084C-A","RPL19A","YGL147C","RPL9A"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YGR148C","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YGR148C","YBR084C-A","RPL19A","YGR148C","RPL24B"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YBR084C-A (interacts with) YGR034W","","false","false","false","false","0","4","4","false","interacts with","YBR084C-A (interacts with) YGR034W","YBR084C-A","RPL19A","YGR034W","RPL26B"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YHL001W","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YHL001W","YBR084C-A","RPL19A","YHL001W","RPL14B"
,"false","false",,"0","","false","true","true","false",,"true","interacts with","YBR084C-A (interacts with) YGR200C","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YGR200C","YBR084C-A","RPL19A","YGR200C","ELP2"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YHR010W;YDR471W","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YHR010W;YDR471W","YBR084C-A","RPL19A","YHR010W;YDR471W","RPL27B;RPL27A"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YHL033C","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YHL033C","YBR084C-A","RPL19A","YHL033C","RPL8A"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YBR084C-A (interacts with) YIL133C","","false","false","false","false","0","4","4","false","interacts with","YBR084C-A (interacts with) YIL133C","YBR084C-A","RPL19A","YIL133C","RPL16A"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YIL052C","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YIL052C","YBR084C-A","RPL19A","YIL052C","RPL34B"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YJL189W","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YJL189W","YBR084C-A","RPL19A","YJL189W","RPL39"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YBR084C-A (interacts with) YJL177W","","false","false","false","false","0","4","4","false","interacts with","YBR084C-A (interacts with) YJL177W","YBR084C-A","RPL19A","YJL177W","RPL17B"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YKL180W","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YKL180W","YBR084C-A","RPL19A","YKL180W","RPL17A"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YKL006W","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YKL006W","YBR084C-A","RPL19A","YKL006W","RPL14A"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YLR029C","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YLR029C","YBR084C-A","RPL19A","YLR029C","RPL15A"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YBR084C-A (interacts with) YLL045C","","false","false","false","false","0","4","4","false","interacts with","YBR084C-A (interacts with) YLL045C","YBR084C-A","RPL19A","YLL045C","RPL8B"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YLR075W","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YLR075W","YBR084C-A","RPL19A","YLR075W","RPL10"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YLR061W","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YLR061W","YBR084C-A","RPL19A","YLR061W","RPL22A"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YLR278C","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YLR278C","YBR084C-A","RPL19A","YLR278C","YLR278C"
,"false","false",,"0","","false","true","true","false",,"true","interacts with","YBR084C-A (interacts with) YLR150W","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YLR150W","YBR084C-A","RPL19A","YLR150W","STM1"
,"false","false",,"0","","true","true","true","false",,"true","interacts with","YBR084C-A (interacts with) YLR384C","","false","false","false","false","0","3","3","false","interacts with","YBR084C-A (interacts with) YLR384C","YBR084C-A","RPL19A","YLR384C","IKI3"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YBR084C-A (interacts with) YLR340W","","false","false","false","false","0","4","4","false","interacts with","YBR084C-A (interacts with) YLR340W","YBR084C-A","RPL19A","YLR340W","RPP0"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YBR084C-A (interacts with) YMR242C;YOR312C","","false","false","false","false","0","4","4","false","interacts with","YBR084C-A (interacts with) YMR242C;YOR312C","YBR084C-A","RPL19A","YMR242C;YOR312C","RPL20B;RPL20A"
,"false","false",,"0","","false","true","true","false",,"true","interacts with","YBR084C-A (interacts with) YLR398C","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YLR398C","YBR084C-A","RPL19A","YLR398C","SKI2"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YNL162W;YHR141C","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YNL162W;YHR141C","YBR084C-A","RPL19A","YNL162W;YHR141C","RPL42A;RPL42B"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YBR084C-A (interacts with) YNL069C","","false","false","false","false","0","4","4","false","interacts with","YBR084C-A (interacts with) YNL069C","YBR084C-A","RPL19A","YNL069C","RPL16B"
,"false","false",,"1","Affinity Capture-MS","false","true","true","false","2","true","interacts with","YBR084C-A (interacts with) YNR051C","PUBMED:20508643","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YNR051C","YBR084C-A","RPL19A","YNR051C","BRE5"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YNL227C","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YNL227C","YBR084C-A","RPL19A","YNL227C","JJJ1"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YBR084C-A (interacts with) YOL120C;YNL301C","","false","false","false","false","0","4","4","false","interacts with","YBR084C-A (interacts with) YOL120C;YNL301C","YBR084C-A","RPL19A","YOL120C;YNL301C","RPL18B;RPL18A"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YOL039W","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YOL039W","YBR084C-A","RPL19A","YOL039W","RPP2A"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YBR084C-A (interacts with) YOR063W","","false","false","false","false","0","4","4","false","interacts with","YBR084C-A (interacts with) YOR063W","YBR084C-A","RPL19A","YOR063W","RPL3"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YBR084C-A (interacts with) YOL127W","","false","false","false","false","0","4","4","false","interacts with","YBR084C-A (interacts with) YOL127W","YBR084C-A","RPL19A","YOL127W","RPL25"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YPL009C","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YPL009C","YBR084C-A","RPL19A","YPL009C","RQC2"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YOR091W","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YOR091W","YBR084C-A","RPL19A","YOR091W","TMA46"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YPL127C","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YPL127C","YBR084C-A","RPL19A","YPL127C","HHO1"
,"false","false",,"0","","false","true","true","false",,"true","interacts with","YBR084C-A (interacts with) YPL086C","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YPL086C","YBR084C-A","RPL19A","YPL086C","ELP3"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YBR084C-A (interacts with) YPL143W","","false","false","false","false","0","4","4","false","interacts with","YBR084C-A (interacts with) YPL143W","YBR084C-A","RPL19A","YPL143W","RPL33A"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YPL131W","","false","false","false","false","0","2","2","false","interacts with","YBR084C-A (interacts with) YPL131W","YBR084C-A","RPL19A","YPL131W","RPL5"
,"false","false",,"0","","true","true","true","false",,"false","interacts with","YBR084C-A (interacts with) YPR043W;YJR094W-A","","false","false","false","false","0","3","3","false","interacts with","YBR084C-A (interacts with) YPR043W;YJR094W-A","YBR084C-A","RPL19A","YPR043W;YJR094W-A","RPL43A;RPL43B"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YBR084C-A (interacts with) YPL220W;YGL135W","","false","false","false","false","0","4","4","false","interacts with","YBR084C-A (interacts with) YPL220W;YGL135W","YBR084C-A","RPL19A","YPL220W;YGL135W","RPL1B;RPL1A"
