"Binary (literature evidence APID)","cor_val_>=4_[σ]","cor_val_>=5_[σ]","cor_val_[σ]","Count of publications","experimentral System","F_FDR_0.001","F_FDR_0.01","F_FDR_0.05","F_FDR_1e-04","Highlight Novel Stylel In Cytoscape (shows score if published)","Inter-cluster edge","interaction","name","Pubmed Ids","R_FDR_0.001","R_FDR_0.01","R_FDR_0.05","R_FDR_1e-04","score_cor","score_FDR","score_FDR+cor","selected","shared interaction","shared name","source","Source Gene names (SGD/UniProt-primary or ordered locus)","target","Target Gene names  (SGD/UniProt-primary or ordered locus)"
,"true","true","6.015717949","3","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS","true","true","true","true","6","false","interacts with","YML127W (interacts with) YMR033W","PUBMED:14759368, PUBMED:16554755, PUBMED:11931764","false","false","false","false","2","4","6","false","interacts with","YML127W (interacts with) YMR033W","YML127W","RSC9","YMR033W","ARP9"
,"false","false","3.618537349","0","","false","true","true","false",,"true","interacts with","YML127W (interacts with) YMR044W","","false","false","false","false","0","2","2","false","interacts with","YML127W (interacts with) YMR044W","YML127W","RSC9","YMR044W","IOC4"
,"true","true","6.520461324","3","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS","true","true","true","true","10","false","interacts with","YML127W (interacts with) YPR034W","PUBMED:16554755, PUBMED:11931764, PUBMED:31886770","true","true","true","true","2","8","10","false","interacts with","YML127W (interacts with) YPR034W","YML127W","RSC9","YPR034W","ARP7"
,"true","true","5.152955786","2","Reconstituted Complex, Affinity Capture-MS","false","false","true","false","3","true","interacts with","YML127W (interacts with) YNL031C","PUBMED:21749977, PUBMED:22199229","false","false","false","false","2","1","3","false","interacts with","YML127W (interacts with) YNL031C","YML127W","RSC9","YNL031C","HHT2"
,"true","true","5.318039433","0","","true","true","true","true",,"true","interacts with","YML127W (interacts with) YNL088W","","false","false","false","false","2","4","6","false","interacts with","YML127W (interacts with) YNL088W","YML127W","RSC9","YNL088W","TOP2"
,"true","false","4.844750136","9","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-Western, Reconstituted Complex, Affinity Capture-Western, Affinity Capture-MS, Affinity Capture-MS","false","true","true","false","7","true","interacts with","YMR075W (interacts with) YPL139C","PUBMED:16554755, PUBMED:16429126, PUBMED:16286008, PUBMED:16286007, PUBMED:22177115, PUBMED:26747610, PUBMED:26747610, PUBMED:16429126, PUBMED:16286008","true","true","true","true","1","6","7","false","interacts with","YMR075W (interacts with) YPL139C","YMR075W","RCO1","YPL139C","UME1"
,"true","true","5.450036678","11","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-Western, Reconstituted Complex, Affinity Capture-Western, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Reconstituted Complex","true","true","true","true","10","false","interacts with","YMR075W (interacts with) YPR023C","PUBMED:16554755, PUBMED:16429126, PUBMED:16286008, PUBMED:16286007, PUBMED:22177115, PUBMED:26747610, PUBMED:26747610, PUBMED:16429126, PUBMED:16286008, PUBMED:16286007, PUBMED:26747610","true","true","true","true","2","8","10","false","interacts with","YMR075W (interacts with) YPR023C","YMR075W","RCO1","YPR023C","EAF3"
,"true","false","4.715948273","13","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-Western, Reconstituted Complex, Affinity Capture-Western, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-Western, Affinity Capture-MS","false","false","true","false","6","true","interacts with","YMR075W (interacts with) YNL330C","PUBMED:16554755, PUBMED:16429126, PUBMED:16286008, PUBMED:16286007, PUBMED:22177115, PUBMED:26747610, PUBMED:26747610, PUBMED:11805826, PUBMED:16429126, PUBMED:16286008, PUBMED:16286007, PUBMED:17101441, PUBMED:23878396","true","true","true","true","1","5","6","false","interacts with","YMR075W (interacts with) YNL330C","YMR075W","RCO1","YNL330C","RPD3"
,"true","false","4.722621815","12","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-Western, Reconstituted Complex, Affinity Capture-Western, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Reconstituted Complex","false","false","true","false","2","true","interacts with","YMR075W (interacts with) YOL004W","PUBMED:16554755, PUBMED:16429126, PUBMED:16286008, PUBMED:16286007, PUBMED:22177115, PUBMED:26747610, PUBMED:26747610, PUBMED:11805826, PUBMED:16429126, PUBMED:16286008, PUBMED:16286007, PUBMED:26747610","false","false","false","false","1","1","2","false","interacts with","YMR075W (interacts with) YOL004W","YMR075W","RCO1","YOL004W","SIN3"
,"true","true","5.049980384","0","","false","false","false","false",,"true","interacts with","YMR044W (interacts with) YOR386W","","false","false","false","false","2","0","2","false","interacts with","YMR044W (interacts with) YOR386W","YMR044W","IOC4","YOR386W","PHR1"
,"true","true","7.668675046","1","Reconstituted Complex","false","true","true","false","4","true","interacts with","YNL030W (interacts with) YBL006C","PUBMED:21749977","false","false","false","false","2","2","4","false","interacts with","YNL030W (interacts with) YBL006C","YNL030W","HHF2","YBL006C","LDB7"
,"true","false","4.513057525","1","Affinity Capture-MS","false","false","true","false","2","true","interacts with","YNL030W (interacts with) YBR087W","PUBMED:22199229","false","false","false","false","1","1","2","false","interacts with","YNL030W (interacts with) YBR087W","YNL030W","HHF2","YBR087W","RFC5"
,"false","false","2.856737996","1","Affinity Capture-MS","false","true","true","false","2","true","interacts with","YNL030W (interacts with) YDL140C","PUBMED:22199229","false","false","false","false","0","2","2","false","interacts with","YNL030W (interacts with) YDL140C","YNL030W","HHF2","YDL140C","RPO21"
,"true","true","6.033463131","4","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Co-fractionation","true","true","true","true","6","false","interacts with","YNL030W (interacts with) YDL156W","PUBMED:16554755, PUBMED:22199229, PUBMED:22199229, PUBMED:22199229","false","false","false","false","2","4","6","false","interacts with","YNL030W (interacts with) YDL156W","YNL030W","HHF2","YDL156W","CMR1"
,"true","true","7.974975095","2","Reconstituted Complex, Affinity Capture-MS","false","true","true","false","4","true","interacts with","YNL030W (interacts with) YCR052W","PUBMED:21749977, PUBMED:22199229","false","false","false","false","2","2","4","false","interacts with","YNL030W (interacts with) YCR052W","YNL030W","HHF2","YCR052W","RSC6"
,"true","true","6.831076936","1","Affinity Capture-MS","false","true","true","false","4","false","interacts with","YNL030W (interacts with) YDL070W","PUBMED:22199229","false","false","false","false","2","2","4","false","interacts with","YNL030W (interacts with) YDL070W","YNL030W","HHF2","YDL070W","BDF2"
,"true","true","6.350835776","1","Reconstituted Complex","false","false","true","false","3","true","interacts with","YNL030W (interacts with) YDR303C","PUBMED:21749977","false","false","false","false","2","1","3","false","interacts with","YNL030W (interacts with) YDR303C","YNL030W","HHF2","YDR303C","RSC3"
,"false","false","3.604781483","5","Affinity Capture-MS, Affinity Capture-MS, Reconstituted Complex, Affinity Capture-MS, Affinity Capture-Western","true","true","true","true","4","false","interacts with","YNL030W (interacts with) YEL056W","PUBMED:16554755, PUBMED:22199229, PUBMED:24835250, PUBMED:11805826, PUBMED:18373695","false","false","false","false","0","4","4","false","interacts with","YNL030W (interacts with) YEL056W","YNL030W","HHF2","YEL056W","HAT2"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YNL030W (interacts with) YDR224C;YBL002W","","false","false","false","false","0","4","4","false","interacts with","YNL030W (interacts with) YDR224C;YBL002W","YNL030W","HHF2","YDR224C;YBL002W","HTB1;HTB2"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YNL030W (interacts with) YDR225W;YBL003C","","false","false","false","false","0","4","4","false","interacts with","YNL030W (interacts with) YDR225W;YBL003C","YNL030W","HHF2","YDR225W;YBL003C","HTA1;HTA2"
,"true","true","5.203123146","0","","false","true","true","false",,"true","interacts with","YNL030W (interacts with) YGR063C","","false","false","false","false","2","2","4","false","interacts with","YNL030W (interacts with) YGR063C","YNL030W","HHF2","YGR063C","SPT4"
,"false","false","3.963899209","0","","false","true","true","false",,"true","interacts with","YNL030W (interacts with) YGR116W","","false","false","false","false","0","2","2","false","interacts with","YNL030W (interacts with) YGR116W","YNL030W","HHF2","YGR116W","SPT6"
,"true","true","5.420405831","1","Affinity Capture-MS","false","false","true","false","3","false","interacts with","YNL030W (interacts with) YFR013W","PUBMED:22199229","false","false","false","false","2","1","3","false","interacts with","YNL030W (interacts with) YFR013W","YNL030W","HHF2","YFR013W","IOC3"
,"true","false","4.429294941","1","Affinity Capture-MS","false","false","true","false","2","true","interacts with","YNL030W (interacts with) YGL019W","PUBMED:22199229","false","false","false","false","1","1","2","false","interacts with","YNL030W (interacts with) YGL019W","YNL030W","HHF2","YGL019W","CKB1"
,"true","false","4.854711647","3","Affinity Capture-MS, Affinity Capture-MS, Biochemical Activity","false","false","true","false","2","true","interacts with","YNL030W (interacts with) YIL035C","PUBMED:16554755, PUBMED:22199229, PUBMED:16135807","false","false","false","false","1","1","2","false","interacts with","YNL030W (interacts with) YIL035C","YNL030W","HHF2","YIL035C","CKA1"
,"true","true","6.13636093","1","Affinity Capture-MS","true","true","true","true","6","true","interacts with","YNL030W (interacts with) YIL070C","PUBMED:22199229","false","false","false","false","2","4","6","false","interacts with","YNL030W (interacts with) YIL070C","YNL030W","HHF2","YIL070C","MAM33"
,"true","false","4.524682261","0","","false","false","true","false",,"true","interacts with","YNL030W (interacts with) YHR088W","","false","false","false","false","1","1","2","false","interacts with","YNL030W (interacts with) YHR088W","YNL030W","HHF2","YHR088W","RPF1"
,"true","false","4.482342284","0","","false","true","true","false",,"true","interacts with","YNL030W (interacts with) YIL021W","","false","false","false","false","1","2","3","false","interacts with","YNL030W (interacts with) YIL021W","YNL030W","HHF2","YIL021W","RPB3"
,"true","false","4.034234289","0","","false","false","true","false",,"true","interacts with","YNL030W (interacts with) YJR144W","","false","false","false","false","1","1","2","false","interacts with","YNL030W (interacts with) YJR144W","YNL030W","HHF2","YJR144W","MGM101"
,"true","false","4.790018325","0","","false","false","true","false",,"true","interacts with","YNL030W (interacts with) YKL082C","","false","false","false","false","1","1","2","false","interacts with","YNL030W (interacts with) YKL082C","YNL030W","HHF2","YKL082C","RRP14"
"true","false","false","3.049104586","10","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Co-purification, Reconstituted Complex, Affinity Capture-Western, Reconstituted Complex, Affinity Capture-Western, Affinity Capture-Western, Reconstituted Complex","true","true","true","true","4","true","interacts with","YNL030W (interacts with) YJL115W","PUBMED:16554755, PUBMED:22199229, PUBMED:16303565, PUBMED:16229457, PUBMED:17293877, PUBMED:18373695, PUBMED:19172749, PUBMED:20502685, PUBMED:22541333, PUBMED:22541333","false","false","false","false","0","4","4","false","interacts with","YNL030W (interacts with) YJL115W","YNL030W","HHF2","YJL115W","ASF1"
,"true","true","5.056745286","1","Affinity Capture-MS","true","true","true","true","6","true","interacts with","YNL030W (interacts with) YJR068W","PUBMED:22199229","false","false","false","false","2","4","6","false","interacts with","YNL030W (interacts with) YJR068W","YNL030W","HHF2","YJR068W","RFC2"
,"true","true","7.243026989","2","Reconstituted Complex, Affinity Capture-MS","false","true","true","false","4","true","interacts with","YNL030W (interacts with) YLR033W","PUBMED:21749977, PUBMED:22199229","false","false","false","false","2","2","4","false","interacts with","YNL030W (interacts with) YLR033W","YNL030W","HHF2","YLR033W","RSC58"
,"false","false","2.836653966","1","Affinity Capture-MS","true","true","true","true","4","true","interacts with","YNL030W (interacts with) YLR247C","PUBMED:22199229","false","false","false","false","0","4","4","false","interacts with","YNL030W (interacts with) YLR247C","YNL030W","HHF2","YLR247C","IRC20"
,"true","true","5.63038599","1","Affinity Capture-MS","false","true","true","false","4","false","interacts with","YNL030W (interacts with) YKL114C","PUBMED:22199229","false","false","false","false","2","2","4","false","interacts with","YNL030W (interacts with) YKL114C","YNL030W","HHF2","YKL114C","APN1"
