name,_wkshell,_wks_percentile_bucket
AT1G54830,5.0,10.0
AT2G36490,63.0,45.0
AT1G55150,84.0,50.0
AT1G55300,54.0,40.0
AT1G55350,29.0,30.0
AT1G55460,1.0,0.0
AT5G18830,1.0,0.0
AT1G55540,128.0,60.0
AT1G55610,9.0,15.0
AT3G54890,119.0,55.0
AT4G10340,159.0,65.0
AT4G11960,47.0,35.0
AT4G22890,47.0,35.0
AT1G55890,24.0,25.0
AT5G43080,69.0,45.0
AT1G56220,128.0,60.0
AT1G56330,217.0,80.0
AT1G56580,84.0,50.0
AT1G56650,26.0,25.0
AT2G18110,11.0,15.0
AT1G58100,5.0,10.0
AT4G37460,40.0,35.0
AT1G58230,40.0,35.0
AT1G58270,217.0,75.0
AT2G21580,217.0,90.0
AT4G39200,217.0,90.0
AT1G59580,217.0,75.0
AT1G59620,40.0,35.0
AT2G24490,8.0,15.0
AT1G59870,217.0,90.0
AT1G59900,141.0,65.0
AT5G50850,15.0,20.0
AT1G59990,12.0,20.0
AT1G65440,100.0,55.0
AT1G60160,217.0,75.0
AT1G60220,20.0,25.0
AT1G60420,113.0,55.0
AT2G18510,112.0,55.0
AT2G34970,245.0,90.0
AT2G40030,161.0,65.0
AT3G07300,217.0,90.0
AT3G13860,176.0,70.0
AT3G52090,176.0,70.0
AT3G59600,175.0,70.0
AT4G14660,133.0,65.0
AT4G29830,100.0,55.0
AT5G38640,231.0,90.0
AT1G60650,7.0,15.0
AT3G18990,5.0,10.0
AT4G27690,63.0,45.0
AT5G53530,8.0,15.0
AT1G60940,217.0,75.0
AT1G60950,84.0,55.0
AT1G61010,30.0,30.0
AT2G01730,27.0,25.0
AT3G04680,30.0,30.0
AT5G13480,99.0,55.0
AT5G51660,99.0,55.0
AT4G37880,30.0,30.0
AT1G61170,84.0,50.0
AT1G61210,32.0,30.0
AT1G61250,182.0,70.0
AT3G61470,64.0,45.0
AT4G02770,217.0,85.0
AT5G13430,217.0,80.0
AT5G13440,217.0,80.0
AT1G61560,217.0,75.0
AT1G61690,217.0,85.0
AT1G61730,29.0,30.0
AT5G04470,37.0,35.0
AT1G61980,29.0,30.0
AT1G62180,57.0,40.0
AT1G62300,93.0,55.0
AT1G62360,22.0,25.0
AT1G62380,217.0,75.0
AT1G62780,217.0,85.0
AT1G62830,1.0,0.0
AT5G04340,1.0,0.0
AT1G62960,111.0,55.0
AT1G63000,217.0,75.0
AT1G77470,2.0,5.0
AT5G46280,84.0,50.0
AT1G63700,128.0,60.0
AT1G63850,128.0,60.0
AT1G70730,89.0,55.0
AT1G79550,217.0,80.0
AT3G12780,217.0,85.0
AT1G63970,217.0,75.0
AT1G64040,7.0,15.0
AT2G31305,34.0,30.0
AT5G48870,14.0,20.0
AT5G21326,11.0,15.0
AT1G64230,217.0,75.0
AT2G30360,10.0,15.0
AT5G06950,217.0,80.0
AT1G64330,54.0,40.0
AT1G64750,7.0,15.0
AT4G00020,11.0,15.0
AT5G01630,11.0,15.0
AT1G64770,61.0,45.0
AT1G64780,217.0,90.0
AT1G64990,3.0,5.0
AT1G65010,128.0,60.0
AT1G65030,22.0,25.0
AT1G65090,217.0,75.0
AT1G65260,3.0,5.0
AT2G28800,9.0,15.0
AT1G65310,1.0,0.0
AT3G44990,1.0,0.0
AT1G65360,57.0,40.0
AT1G65380,7.0,15.0
AT1G75820,57.0,40.0
AT5G13290,7.0,15.0
AT2G07690,36.0,30.0
AT1G65480,1.0,0.0
AT4G35900,1.0,0.0
AT2G23380,97.0,55.0
AT2G26590,128.0,60.0
AT1G65740,10.0,15.0
AT1G65820,182.0,70.0
AT4G16760,217.0,80.0
AT1G65980,40.0,35.0
AT1G66150,105.0,55.0
AT1G66200,217.0,85.0
AT1G66260,62.0,45.0
AT2G26070,5.0,10.0
AT2G40940,11.0,15.0
AT3G04580,8.0,15.0
AT3G23150,11.0,20.0
AT5G03730,11.0,20.0
AT1G66350,18.0,25.0
AT5G57710,62.0,45.0
AT1G66390,26.0,25.0
AT1G66410,2.0,5.0
AT5G43940,217.0,80.0
AT3G21140,217.0,80.0
AT4G38900,75.0,50.0
AT1G67090,148.0,65.0
AT1G67230,13.0,20.0
AT1G67320,217.0,75.0
AT3G04710,6.0,10.0
AT4G30220,16.0,20.0
AT1G67720,29.0,30.0
AT1G67730,167.0,70.0
AT2G16280,21.0,25.0
AT3G54010,63.0,45.0
AT3G55360,37.0,35.0
AT4G24510,217.0,80.0
AT5G10480,24.0,25.0
AT5G11980,31.0,30.0
AT2G18915,217.0,80.0
AT5G35630,217.0,85.0
AT5G42190,139.0,65.0
AT5G61380,47.0,35.0
AT1G68060,128.0,60.0
AT1G68360,29.0,30.0
AT1G68520,105.0,55.0
AT1G68680,40.0,35.0
AT1G68810,29.0,30.0
AT1G68840,1.0,0.0
AT3G25990,1.0,0.0
AT1G68850,41.0,35.0
AT2G01770,8.0,15.0
AT2G35940,8.0,15.0
AT5G02030,17.0,20.0
AT5G25220,31.0,30.0
AT5G60910,8.0,15.0
AT5G62000,30.0,30.0
AT1G69200,53.0,40.0
AT3G06730,62.0,45.0
AT4G20130,106.0,55.0
AT1G69490,2.0,5.0
AT4G14550,63.0,45.0
AT2G39830,8.0,15.0
AT3G57750,11.0,15.0
AT4G36860,8.0,15.0
AT1G69740,217.0,80.0
AT1G69770,29.0,30.0
AT1G69830,61.0,45.0
AT1G69840,37.0,30.0
AT4G26090,142.0,65.0
AT2G03440,128.0,65.0
AT1G70300,63.0,45.0
AT1G70320,217.0,85.0
AT1G70410,217.0,75.0
AT1G70440,40.0,35.0
AT1G70700,12.0,20.0
AT2G39940,50.0,40.0
AT3G17860,9.0,15.0
AT1G70750,128.0,60.0
AT1G70810,217.0,75.0
AT1G70940,128.0,60.0
AT2G39770,217.0,80.0
AT5G15850,111.0,55.0
AT1G71270,2.0,0.0
AT1G71770,217.0,80.0
AT1G71830,71.0,45.0
AT2G33500,4.0,5.0
AT5G13790,4.0,5.0
AT1G71840,217.0,75.0
AT1G71880,128.0,60.0
AT1G72010,128.0,60.0
AT1G72150,182.0,70.0
AT1G72160,217.0,90.0
AT1G72340,28.0,30.0
AT1G72370,217.0,90.0
AT1G72390,44.0,35.0
AT1G72430,3.0,5.0
AT1G72450,15.0,20.0
AT1G72530,10.0,15.0
AT1G72630,14.0,20.0
AT1G72710,128.0,60.0
AT1G72730,217.0,80.0
AT1G72750,5.0,10.0
AT2G42210,2.0,0.0
AT1G72770,45.0,35.0
AT4G17870,217.0,80.0
AT5G05440,12.0,20.0
AT1G72900,10.0,15.0
AT1G72930,40.0,35.0
AT1G73000,,
AT1G73030,15.0,20.0
AT1G73080,3.0,5.0
AT2G39660,20.0,25.0
AT1G73100,84.0,50.0
AT4G14840,9.0,15.0
AT1G73180,128.0,60.0
AT3G21830,113.0,55.0
AT3G21840,113.0,55.0
AT3G21850,113.0,55.0
AT3G21860,113.0,55.0
AT3G49470,95.0,55.0
AT3G53060,113.0,55.0
AT3G60010,113.0,55.0
AT3G60020,113.0,55.0
AT4G10480,128.0,65.0
AT4G34210,113.0,55.0
AT4G34470,113.0,55.0
AT1G73590,24.0,25.0
AT2G36910,105.0,55.0
AT2G39840,7.0,10.0
AT1G73660,128.0,60.0
AT1G73690,9.0,15.0
AT3G49240,36.0,30.0
AT1G73960,2.0,0.0
AT5G63670,16.0,20.0
AT1G74350,40.0,35.0
AT1G74380,5.0,10.0
AT2G03220,6.0,10.0
AT4G02500,5.0,10.0
AT1G74470,2.0,0.0
AT4G36810,3.0,5.0
AT1G74490,20.0,25.0
AT1G74500,1.0,0.0
AT3G05800,1.0,0.0
AT1G74560,62.0,45.0
AT1G74740,19.0,25.0
AT3G51920,111.0,55.0
AT1G74890,217.0,75.0
AT1G74910,217.0,75.0
AT1G74940,217.0,75.0
AT1G74950,5.0,10.0
AT1G74970,217.0,90.0
AT1G75060,1.0,0.0
AT3G57390,1.0,0.0
AT2G28080,18.0,25.0
AT2G30980,18.0,25.0
AT3G05840,18.0,25.0
AT3G09880,23.0,25.0
AT3G12490,18.0,25.0
AT3G14420,217.0,85.0
AT3G26020,18.0,25.0
AT3G61160,18.0,25.0
AT4G01370,217.0,85.0
AT4G32250,18.0,25.0
AT5G13120,73.0,50.0
AT5G20830,217.0,80.0
AT5G43470,217.0,80.0
AT1G75100,128.0,60.0
AT2G21660,18.0,25.0
AT1G75330,217.0,80.0
AT1G79280,57.0,40.0
AT2G30050,217.0,85.0
AT2G39810,110.0,55.0
AT3G14120,99.0,55.0
AT3G56900,57.0,40.0
AT5G51200,57.0,40.0
AT1G75490,84.0,50.0
AT1G75540,10.0,15.0
AT3G21150,2.0,0.0
AT3G02130,7.0,10.0
AT3G49670,4.0,5.0
AT5G65700,7.0,10.0
AT1G75840,111.0,55.0
AT1G75850,7.0,10.0
AT2G34690,2.0,0.0
AT1G80440,16.0,20.0
AT5G14620,40.0,35.0
AT5G35770,27.0,25.0
AT3G08730,133.0,65.0
AT1G76030,217.0,90.0
AT1G76080,57.0,40.0
AT1G76180,128.0,60.0
AT1G76260,48.0,35.0
AT2G19430,133.0,65.0
AT1G76420,2.0,0.0
AT1G76850,128.0,60.0
AT1G77080,2.0,0.0
AT2G22540,3.0,5.0
AT1G77210,84.0,50.0
AT1G77300,29.0,30.0
AT1G77760,73.0,50.0
AT1G78000,182.0,70.0
AT1G78290,13.0,20.0
AT1G80840,128.0,65.0
AT2G18170,50.0,40.0
AT2G22240,50.0,40.0
AT2G29100,217.0,80.0
AT2G32400,50.0,40.0
AT2G40470,50.0,40.0
AT2G42590,50.0,40.0
AT2G42830,217.0,80.0
AT2G45790,57.0,40.0
AT3G06530,50.0,40.0
AT3G16650,50.0,40.0
AT3G58040,50.0,40.0
AT3G59220,50.0,40.0
AT3G59760,50.0,40.0
AT4G00650,50.0,40.0
AT4G02020,59.0,40.0
AT4G02060,51.0,40.0
AT4G02680,50.0,40.0
AT4G03080,128.0,65.0
AT4G04910,217.0,90.0
AT4G11280,113.0,55.0
AT4G11850,182.0,70.0
AT4G12020,50.0,40.0
AT4G14960,217.0,85.0
AT4G26200,50.0,40.0
AT4G30935,50.0,40.0
AT4G31800,50.0,40.0
AT4G33510,88.0,55.0
AT4G35090,50.0,40.0
AT4G37770,50.0,40.0
AT4G39800,50.0,40.0
AT4G39980,217.0,85.0
AT5G03940,73.0,50.0
AT5G04870,50.0,40.0
AT5G09810,50.0,40.0
AT5G23430,50.0,40.0
AT5G23860,217.0,85.0
AT5G27100,75.0,50.0
AT5G33280,50.0,40.0
AT5G35790,217.0,80.0
AT5G37500,50.0,40.0
AT5G52830,50.0,40.0
AT5G57380,50.0,40.0
AT5G58550,217.0,85.0
AT5G65800,50.0,40.0
AT5G66280,131.0,65.0
AT1G78310,1.0,0.0
AT5G46350,1.0,0.0
AT1G78340,57.0,40.0
AT1G78370,217.0,85.0
AT1G78510,3.0,5.0
AT1G78630,217.0,90.0
AT1G78860,40.0,35.0
AT1G78920,63.0,45.0
AT1G78970,29.0,30.0
AT1G79000,142.0,65.0
AT2G05620,6.0,10.0
AT2G33220,31.0,30.0
AT4G34700,6.0,10.0
AT1G79040,66.0,45.0
AT1G79380,11.0,15.0
AT4G32690,128.0,60.0
AT5G63970,2.0,0.0
AT1G79570,128.0,60.0
AT1G79610,217.0,75.0
AT1G79650,12.0,20.0
AT1G79750,217.0,75.0
AT1G79830,29.0,30.0
AT1G79850,71.0,45.0
AT2G04030,217.0,90.0
AT4G29730,21.0,25.0
AT1G79940,217.0,75.0
AT1G80030,217.0,80.0
AT1G80210,2.0,0.0
AT5G42470,3.0,5.0
AT1G80270,217.0,75.0
AT1G80350,2.0,0.0
AT5G13780,217.0,80.0
AT2G25180,84.0,50.0
AT3G16857,217.0,80.0
AT1G80490,217.0,80.0
AT1G80560,18.0,25.0
AT3G02860,7.0,10.0
AT5G63570,217.0,85.0
AT2G17520,57.0,40.0
AT2G24090,80.0,50.0
AT2G30790,57.0,40.0
AT2G38540,57.0,40.0
AT3G01500,217.0,85.0
AT3G05670,90.0,55.0
AT3G12110,57.0,40.0
AT3G14415,90.0,55.0
AT3G16200,57.0,40.0
AT3G20820,217.0,85.0
AT3G52150,60.0,45.0
AT3G60750,217.0,85.0
AT3G62030,217.0,85.0
AT3G63410,217.0,85.0
AT4G04320,57.0,40.0
AT4G05180,217.0,85.0
AT4G20890,217.0,90.0
AT4G24750,91.0,55.0
AT4G30370,57.0,40.0
AT4G32260,57.0,40.0
AT4G38970,217.0,85.0
AT4G39690,57.0,40.0
AT5G12370,134.0,65.0
AT5G15920,60.0,45.0
AT5G23750,57.0,40.0
AT5G24230,57.0,40.0
AT5G26000,217.0,85.0
AT5G26742,126.0,60.0
AT5G38430,57.0,40.0
AT5G48380,134.0,65.0
AT5G48650,57.0,40.0
AT5G65410,57.0,40.0
AT5G66190,57.0,40.0
AT1G80720,31.0,30.0
AT5G13630,45.0,35.0
AT2G26080,217.0,80.0
AT2G01180,142.0,65.0
AT2G01210,10.0,15.0
AT2G01290,84.0,50.0
AT2G01350,61.0,45.0
AT2G01420,128.0,60.0
AT2G01430,,
AT2G01530,217.0,90.0
AT2G45160,11.0,15.0
AT3G63010,13.0,20.0
AT4G24210,27.0,25.0
AT5G48170,20.0,25.0
AT5G55160,10.0,15.0
AT2G05900,7.0,10.0
AT2G42580,3.0,5.0
AT2G02090,31.0,30.0
AT2G02170,128.0,60.0
AT2G02470,6.0,10.0
AT5G44280,2.0,0.0
AT2G02480,128.0,60.0
AT2G02560,217.0,80.0
AT5G40460,113.0,55.0
AT2G02950,10.0,15.0
AT2G03070,217.0,80.0
AT2G43410,3.0,5.0
AT3G21350,8.0,15.0
AT2G03120,73.0,50.0
AT2G03150,128.0,60.0
AT3G06590,2.0,0.0
AT2G20370,6.0,10.0
AT2G03340,54.0,40.0
AT2G03680,1.0,0.0
AT5G62500,1.0,0.0
AT2G03760,217.0,75.0
AT2G03780,1.0,0.0
AT2G37020,1.0,0.0
AT2G03890,3.0,5.0
AT3G07040,73.0,50.0
AT4G23570,71.0,45.0
AT5G51700,28.0,30.0
AT5G61780,191.0,70.0
AT2G04550,217.0,75.0
AT2G04630,17.0,20.0
AT2G04660,105.0,55.0
AT2G18290,105.0,55.0
AT2G20000,89.0,55.0
AT2G39090,88.0,55.0
AT2G42260,66.0,45.0
AT3G05870,15.0,20.0
AT3G16320,32.0,30.0
AT3G48150,88.0,55.0
AT3G57860,79.0,50.0
AT4G33270,86.0,55.0
AT2G04790,41.0,35.0
AT2G05210,31.0,30.0
AT3G57150,39.0,35.0
AT2G05310,40.0,35.0
AT2G44650,29.0,30.0
AT3G03780,81.0,50.0
AT3G60210,14.0,20.0
AT4G31990,217.0,85.0
AT5G14200,18.0,25.0
AT5G41670,40.0,35.0
AT2G05940,6.0,10.0
AT2G06160,40.0,35.0
AT2G06510,2.0,0.0
AT2G06530,15.0,20.0
AT2G06850,217.0,85.0
AT2G40550,54.0,40.0
AT3G10690,217.0,85.0
AT2G07698,217.0,75.0
AT3G61110,131.0,65.0
AT2G10940,40.0,35.0
AT2G13360,217.0,75.0
AT2G13370,50.0,40.0
AT2G13540,24.0,25.0
AT2G13560,29.0,30.0
AT2G14120,25.0,25.0
AT2G14510,20.0,25.0
AT2G14830,40.0,35.0
AT2G14835,128.0,60.0
AT3G17310,83.0,50.0
AT3G28730,83.0,50.0
AT5G09920,93.0,55.0
AT3G05690,26.0,25.0
AT3G49250,34.0,30.0
AT5G05410,25.0,25.0
AT5G58003,31.0,30.0
AT3G46640,30.0,30.0
AT4G18130,50.0,40.0
AT2G16370,45.0,35.0
AT2G16440,54.0,40.0
AT2G16600,167.0,65.0
AT2G16760,54.0,40.0
AT2G16850,217.0,75.0
AT2G16870,217.0,75.0
AT2G16900,29.0,30.0
AT2G16940,29.0,30.0
AT2G17150,61.0,45.0
AT2G17190,77.0,50.0
AT2G17200,15.0,20.0
AT2G17350,7.0,10.0
AT2G17390,217.0,80.0
AT2G17410,84.0,50.0
AT2G17670,29.0,30.0
AT2G17950,5.0,10.0
AT3G60630,10.0,15.0
AT2G18000,23.0,25.0
AT2G18380,217.0,75.0
AT2G18450,40.0,35.0
AT3G49180,40.0,35.0
AT4G21660,5.0,10.0
AT2G18710,40.0,35.0
AT2G18740,71.0,45.0
AT3G50670,217.0,80.0
AT2G18750,13.0,20.0
AT2G25620,20.0,25.0
AT2G26190,20.0,25.0
AT2G42400,20.0,25.0
AT2G46970,20.0,25.0
AT4G13940,217.0,85.0
AT5G15450,217.0,85.0
AT5G46240,20.0,25.0
AT5G61270,27.0,25.0
AT2G18960,217.0,90.0
AT4G35310,217.0,80.0
AT2G19190,73.0,50.0
AT2G42940,10.0,15.0
AT3G05430,7.0,10.0
AT3G48190,84.0,50.0
AT3G54760,7.0,10.0
AT2G19540,18.0,25.0
AT2G19730,217.0,90.0
AT4G37710,7.0,10.0
AT2G20190,128.0,60.0
AT3G46520,55.0,40.0
AT3G15180,110.0,55.0
AT2G20630,128.0,60.0
AT2G20760,182.0,70.0
AT2G20780,126.0,60.0
AT2G20890,5.0,10.0
AT2G20990,182.0,70.0
AT2G21050,217.0,75.0
AT2G21060,33.0,30.0
AT2G21160,182.0,70.0
AT2G46500,15.0,20.0
AT2G21330,217.0,80.0
AT2G21380,10.0,15.0
AT4G01900,86.0,55.0
AT2G21470,15.0,20.0
AT4G24940,3.0,5.0
AT5G15400,15.0,20.0
AT5G50580,3.0,5.0
AT5G50680,3.0,5.0
AT2G21620,217.0,75.0
AT2G21870,84.0,50.0
AT2G22125,217.0,90.0
AT2G22230,17.0,20.0
AT2G22360,84.0,50.0
AT2G22370,2.0,0.0
AT2G22430,105.0,55.0
AT2G22475,128.0,60.0
AT2G23430,34.0,30.0
AT3G05190,8.0,15.0
AT3G19150,70.0,45.0
AT2G22800,73.0,50.0
AT2G44680,35.0,30.0
AT3G60250,35.0,30.0
AT4G16845,40.0,35.0
AT5G51230,39.0,35.0
AT3G05420,2.0,0.0
AT2G23690,40.0,35.0
AT2G23770,95.0,55.0
AT2G23980,73.0,50.0
AT2G24170,15.0,20.0
AT2G24200,35.0,30.0
AT5G18170,29.0,30.0
AT5G53850,6.0,10.0
AT2G24420,217.0,75.0
AT5G60540,109.0,55.0
AT4G30330,62.0,45.0
AT2G24610,217.0,75.0
AT2G24720,84.0,50.0
AT2G24790,217.0,75.0
AT2G25000,2.0,0.0
AT2G25140,217.0,80.0
AT2G25625,1.0,0.0
AT5G66570,1.0,0.0
AT4G38960,14.0,20.0
AT5G06850,23.0,25.0
AT5G20630,217.0,80.0
AT5G59570,14.0,20.0
AT2G25980,182.0,70.0
AT2G26000,1.0,0.0
AT2G42160,1.0,0.0
AT4G33030,8.0,15.0
AT2G26230,29.0,30.0
AT2G26280,128.0,60.0
AT4G27630,3.0,5.0
AT2G26330,1.0,0.0
AT5G62230,1.0,0.0
AT2G26350,84.0,50.0
AT2G26400,217.0,75.0
AT2G26570,128.0,60.0
AT2G26650,111.0,55.0
AT4G33000,10.0,15.0
AT2G26920,128.0,65.0
AT2G26980,4.0,5.0
AT2G27030,10.0,15.0
AT2G27040,23.0,25.0
AT3G22680,23.0,25.0
AT5G04290,33.0,30.0
AT2G27050,61.0,45.0
AT2G27060,217.0,75.0
AT2G27110,217.0,75.0
AT2G27210,128.0,60.0
AT2G27450,40.0,35.0
AT2G27840,4.0,5.0
AT5G08630,2.0,0.0
AT5G22650,24.0,25.0
AT2G38620,55.0,40.0
AT2G39800,15.0,20.0
AT4G35620,111.0,55.0
AT5G58150,18.0,25.0
AT5G67260,81.0,50.0
AT3G50070,69.0,45.0
AT4G34160,48.0,35.0
AT2G28070,126.0,60.0
AT2G28190,57.0,40.0
AT2G28450,8.0,15.0
AT2G29680,217.0,80.0
AT2G33560,23.0,25.0
AT3G01460,29.0,30.0
AT2G45770,3.0,5.0
AT2G47450,3.0,5.0
AT2G28830,50.0,40.0
AT2G28900,2.0,0.0
AT5G54190,217.0,75.0
AT2G29190,128.0,60.0
AT2G29400,5.0,10.0
AT2G29530,1.0,0.0
AT5G50810,1.0,0.0
AT2G29550,217.0,85.0
AT2G46700,12.0,20.0
AT5G22750,126.0,60.0
AT2G29910,217.0,75.0
AT2G29980,29.0,30.0
AT2G30020,12.0,20.0
AT2G30060,5.0,10.0
AT5G16880,128.0,60.0
AT2G30120,2.0,0.0
AT5G61920,4.0,5.0
AT2G30250,84.0,50.0
AT2G30330,126.0,60.0
AT3G44110,217.0,85.0
AT5G55990,6.0,10.0
AT2G30390,217.0,80.0
AT2G30410,4.0,5.0
AT2G30470,25.0,25.0
AT2G30490,217.0,90.0
AT2G30520,138.0,65.0
AT2G30740,217.0,90.0
AT2G30990,128.0,60.0
AT2G31270,2.0,0.0
AT3G05580,5.0,10.0
AT3G46820,73.0,50.0
AT4G11240,7.0,10.0
AT5G27840,29.0,30.0
AT5G43380,5.0,10.0
AT5G59160,5.0,10.0
AT2G31320,5.0,10.0
AT2G31870,21.0,25.0
AT4G02390,5.0,10.0
AT2G31390,217.0,85.0
AT2G31440,217.0,75.0
AT2G31530,1.0,0.0
AT4G38490,1.0,0.0
AT2G31660,217.0,75.0
AT2G32080,31.0,30.0
AT2G32180,62.0,45.0
AT2G32240,182.0,70.0
AT2G32450,217.0,75.0
AT5G07310,51.0,40.0
AT5G11710,128.0,60.0
AT2G34150,84.0,50.0
AT2G36890,17.0,20.0
AT3G57870,58.0,40.0
AT4G08920,28.0,30.0
AT5G24630,17.0,20.0
AT5G60410,65.0,45.0
AT2G33250,40.0,35.0
AT2G35240,15.0,20.0
AT3G06790,15.0,20.0
AT2G33450,97.0,55.0
AT4G35020,2.0,0.0
AT2G33510,1.0,0.0
AT3G61150,1.0,0.0
AT2G33550,5.0,10.0
AT2G33580,3.0,5.0
AT3G21630,167.0,70.0
AT2G33600,84.0,50.0
AT4G00130,18.0,25.0
AT4G01260,18.0,25.0
AT4G25210,29.0,30.0
AT2G34140,63.0,45.0
AT2G34160,10.0,15.0
AT2G34250,217.0,75.0
AT2G34650,4.0,5.0
AT2G34680,128.0,60.0
AT5G65930,3.0,5.0
AT2G34720,63.0,45.0
AT2G35100,1.0,0.0
AT5G44930,1.0,0.0
AT2G35110,217.0,85.0
AT2G35635,13.0,20.0
AT2G35840,217.0,75.0
AT2G36170,10.0,15.0
AT2G36250,8.0,15.0
AT5G55280,63.0,45.0
AT2G41070,10.0,15.0
AT3G43440,10.0,15.0
AT4G16280,15.0,20.0
AT2G36400,13.0,20.0
AT2G36530,217.0,75.0
AT5G56350,217.0,85.0
AT2G36680,3.0,5.0
AT2G36740,9.0,15.0
AT2G36880,182.0,70.0
AT2G36990,1.0,0.0
AT5G67570,1.0,0.0
AT2G37040,217.0,80.0
AT2G37050,10.0,15.0
AT2G37170,182.0,70.0
AT2G37180,182.0,70.0
AT2G37250,5.0,10.0
AT3G01090,217.0,85.0
AT2G37360,167.0,65.0
AT2G37620,50.0,40.0
AT2G37630,217.0,80.0
AT2G37660,57.0,40.0
AT2G38170,1.0,0.0
AT3G51860,1.0,0.0
AT2G38230,217.0,85.0
AT5G17710,131.0,65.0
AT2G38280,25.0,25.0
AT2G38310,17.0,20.0
AT3G17980,21.0,25.0
AT5G37740,21.0,25.0
AT2G38400,126.0,60.0
AT2G38410,128.0,60.0
AT2G38440,2.0,0.0
AT2G38470,63.0,45.0
AT2G44745,217.0,80.0
AT3G18690,24.0,25.0
AT3G56710,3.0,5.0
AT2G38580,84.0,50.0
AT5G21160,4.0,5.0
AT3G19820,217.0,90.0
AT3G46740,46.0,35.0
AT5G49720,16.0,20.0
AT2G38760,182.0,70.0
AT2G38910,3.0,5.0
AT2G38940,75.0,50.0
AT5G43350,182.0,70.0
AT2G39010,182.0,70.0
AT2G39050,3.0,5.0
AT2G41475,2.0,0.0
AT5G62200,40.0,35.0
AT2G39480,128.0,60.0
AT5G46330,54.0,40.0
AT3G04610,5.0,10.0
AT4G28910,36.0,30.0
AT2G39960,167.0,70.0
AT5G27540,55.0,40.0
AT5G47700,42.0,35.0
AT5G51940,17.0,20.0
AT3G19390,39.0,35.0
AT2G40330,17.0,20.0
AT3G47370,217.0,90.0
AT5G62300,217.0,90.0
AT2G43970,57.0,40.0
AT2G44710,9.0,15.0
AT2G40840,61.0,45.0
AT2G40930,63.0,45.0
AT5G17990,217.0,80.0
AT2G41090,2.0,0.0
AT2G41100,128.0,65.0
AT2G41110,3.0,5.0
AT2G41140,128.0,60.0
AT2G41540,84.0,50.0
AT2G41630,217.0,75.0
AT3G15730,70.0,45.0
AT3G22890,217.0,80.0
AT3G52960,217.0,85.0
AT3G56490,217.0,80.0
AT4G18480,16.0,20.0
AT4G27440,58.0,40.0
AT5G14740,217.0,85.0
AT5G16710,58.0,40.0
AT5G38410,75.0,50.0
AT5G51110,16.0,20.0
AT5G54810,217.0,80.0
ATCG00340,121.0,60.0
ATCG00490,96.0,55.0
AT2G41900,128.0,65.0
AT2G42280,128.0,60.0
AT2G42360,73.0,50.0
AT2G42560,217.0,75.0
AT4G34110,23.0,25.0
AT2G42870,6.0,10.0
AT2G42910,217.0,75.0
AT2G43000,73.0,50.0
AT2G43130,217.0,75.0
AT2G43160,217.0,85.0
AT2G43610,40.0,35.0
AT2G43680,217.0,75.0
AT2G43750,217.0,80.0
AT5G56760,217.0,80.0
AT2G47060,217.0,85.0
AT4G18880,9.0,15.0
AT5G61600,5.0,10.0
AT5G67270,5.0,10.0
AT2G44060,217.0,75.0
AT2G44100,217.0,75.0
AT2G44190,21.0,25.0
AT2G44270,10.0,15.0
AT3G44600,5.0,10.0
AT2G44490,217.0,75.0
AT2G44670,29.0,30.0
AT2G44790,167.0,65.0
AT2G45140,149.0,65.0
AT2G45170,6.0,10.0
AT4G34660,8.0,15.0
AT2G45180,50.0,40.0
AT2G45440,217.0,75.0
AT2G45480,13.0,20.0
AT2G45510,40.0,35.0
AT2G45640,217.0,85.0
AT2G45660,4.0,5.0
AT2G45740,4.0,5.0
AT2G45820,170.0,70.0
AT2G45890,2.0,0.0
AT5G62880,12.0,20.0
AT3G01290,189.0,70.0
AT3G02420,111.0,55.0
AT3G02880,182.0,70.0
AT3G08680,111.0,55.0
AT3G09820,217.0,90.0
AT3G10380,217.0,90.0
AT3G10960,182.0,70.0
AT3G14350,111.0,55.0
AT3G14840,217.0,90.0
AT3G15950,217.0,85.0
AT3G17020,182.0,70.0
AT3G17390,217.0,90.0
AT3G17410,217.0,85.0
AT3G17440,179.0,70.0
AT3G17840,167.0,65.0
AT3G19930,217.0,90.0
AT3G23750,170.0,70.0
AT3G24550,217.0,90.0
AT3G28450,182.0,70.0
AT3G42050,217.0,90.0
AT3G46900,111.0,55.0
AT3G48990,217.0,85.0
AT3G51550,217.0,90.0
AT3G52920,170.0,70.0
AT3G54140,167.0,65.0
AT3G57530,167.0,70.0
AT3G60330,217.0,90.0
AT3G61260,182.0,70.0
AT3G63260,135.0,65.0
AT4G00430,217.0,90.0
AT4G00670,120.0,55.0
AT4G02350,111.0,55.0
AT4G03550,167.0,65.0
AT4G04720,170.0,70.0
AT4G08850,182.0,70.0
AT4G10840,217.0,90.0
AT4G12730,111.0,55.0
AT4G13510,182.0,70.0
AT4G13930,182.0,70.0
AT4G14160,167.0,65.0
AT4G17170,217.0,85.0
AT4G17280,167.0,70.0
AT4G20390,167.0,65.0
AT4G23400,182.0,70.0
AT4G23470,167.0,65.0
AT4G23650,217.0,90.0
AT4G24400,167.0,65.0
AT4G25240,167.0,65.0
AT4G27500,165.0,65.0
AT4G30190,217.0,90.0
AT4G31500,111.0,55.0
AT4G32410,167.0,70.0
AT4G35230,217.0,90.0
AT4G35470,182.0,70.0
AT4G35790,182.0,70.0
AT4G36750,167.0,65.0
