node,homodimer,homotrimer,homotetramer,heterodimer,heterotrimer,heterotetramer,heteropentamer,heterohexamer,heteroheptamer,heterooctamer,heterononamer,heterodecamer,in_complex,complex_partners,complex_count_unknown,complex_count
AT5G13550,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G13570,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G13590,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G13630,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G13650,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G13710,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G13780,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G13790,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G13800,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G13840,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G13850,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G13860,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G13930,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G13950,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14040,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14050,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14080,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14170,0,0,0,0,0,0,0,0,0,0,0,0,1,AT1G01160;AT1G06500;AT1G18450;AT1G20670;AT1G21700;AT1G32730;AT1G50620;AT1G58025;AT1G76380;AT1G76380/F15M4_12;AT2G28290;AT2G33610;AT2G46020;AT2G47620;AT3G01890;AT3G03460;AT3G06010;AT3G08020;AT3G17590;AT3G18380;AT3G20280;AT3G22990;AT3G52100;AT3G60830;AT4G00850;AT4G22320;AT4G22320/T10I14_150;AT4G34430;AT5G07940;AT5G07970;AT5G07980;AT5G17510;AT5G19310;AT5G28640;AT5G55040;AT5G55210,3,3
AT5G14200,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14240,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14250,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14300,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14320,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14380,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14460,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14540,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14590,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14610,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14620,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14670,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14690,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14720,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14740,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14780,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14800,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14900,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G14930,0,0,0,1,0,0,0,0,0,0,0,0,1,AT3G48080;AT3G48090;AT3G52430,2,4
AT5G14960,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15090,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15200,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15210,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15220,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15400,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15450,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15490,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15520,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15530,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15550,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15610,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15650,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15680,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15700,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15750,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15760,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15840,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15850,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15860,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15880,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15920,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15960,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15970,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G15980,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16000,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16020,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16050,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16070,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16130,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16220,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16240,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16270,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16280,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16300,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16310,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16390,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16400,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16510,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16570,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16590,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16620,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16690,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16710,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16720,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16750,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16760,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16780,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16790,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16820,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16830,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16840,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16850,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16880,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16970,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16980,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G16990,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17020,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17290,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17310,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17330,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17380,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17410,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17420,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17490,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17510,0,0,0,0,0,0,0,0,0,0,0,0,1,AT1G01160;AT1G18450;AT1G20670;AT1G21700;AT1G76380;AT1G76380/F15M4_12;AT2G46020;AT3G01890;AT3G03460;AT3G60830;AT4G00850;AT4G22320;AT4G22320/T10I14_150;AT5G14170;AT5G28640;AT5G55040;AT5G55210,1,1
AT5G17600,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17640,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17680,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17690,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17710,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17770,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17790,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17800,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17820,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17890,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17910,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17920,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G17990,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G18010,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G18070,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G18100,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G18110,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G18170,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G18180,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G18190,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G18230,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G18380,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G18400,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G18420,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G18590,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G18610,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G18620,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G18700,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G18750,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G18820,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G18830,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19000,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19110,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19140,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19180,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19220,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19230,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19250,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19280,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19290,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19310,0,0,0,0,0,0,0,0,0,0,0,0,1,AT1G06500;AT1G18450;AT1G32730;AT1G50620;AT1G58025;AT2G33610;AT2G47620;AT3G06010;AT3G08020;AT3G17590;AT3G18380;AT3G20280;AT3G22990;AT3G52100;AT3G60830;AT4G22320;AT4G22320/T10I14_150;AT5G14170;AT5G55210,1,1
AT5G19320,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19350,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19400,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19450,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19485,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19510,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19520,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19550,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19620,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19660,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19690,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19720,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19760,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19770,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19780,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19820,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19855,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19890,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19900,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G19990,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20000,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20010,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20020,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20080,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20150,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20160,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20200,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20240,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20250,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20280,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20290,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20320,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20350,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20420,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20480,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20490,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20510,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20570,0,0,0,0,0,1,0,0,0,0,0,0,1,AT1G02980;AT1G10230;AT1G20140;AT1G75950;AT2G03160;AT2G03170;AT2G03190;AT2G20160;AT2G25700;AT2G39940;AT2G45950;AT3G21830;AT3G21840;AT3G21850;AT3G21860;AT3G25650;AT3G53060;AT3G60010;AT3G60020;AT3G61415;AT3G62980;AT4G02570;AT4G34210;AT4G34470;AT5G42190,0,84
AT5G20630,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20660,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20720,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20730,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20810,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20820,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20830,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20850,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20890,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20900,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20910,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20920,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20935,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20960,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G20990,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G21150,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G21160,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G21170,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G21274,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G21326,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G21990,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22000,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22010,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22060,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22100,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22120,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22130,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22220,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22320,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22330,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22360,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22410,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22450,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22480,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22580,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22610,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22640,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22650,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22750,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22770,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22780,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G22880,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23060,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23120,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23180,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23210,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23250,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23290,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23310,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23430,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23510,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23535,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23540,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23570,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23670,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23730,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23740,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23750,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23810,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23860,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23880,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23900,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23940,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23980,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G23990,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G24010,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G24230,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G24270,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G24300,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G24330,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G24350,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G24400,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G24460,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G24470,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G24490,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G24510,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G24520,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G24630,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G24670,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G24690,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G24710,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G24780,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G24880,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G24930,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G24940,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25060,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25100,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25150,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25210,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25220,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25230,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25260,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25380,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25450,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25460,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25470,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25475,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25510,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25590,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25610,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25752,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25754,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25757,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25780,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25880,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G25980,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G26000,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G26170,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G26210,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G26260,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G26280,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G26320,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G26340,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G26360,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G26570,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G26670,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G26680,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G26710,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G26742,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G26760,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G26780,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G26800,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G26830,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G26860,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G26980,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27000,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27030,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27050,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27080,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27100,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27120,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27140,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27150,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27380,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27420,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27470,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27540,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27600,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27620,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27630,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27640,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27650,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27670,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27680,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27720,0,0,0,0,0,0,0,0,1,1,0,0,1,AT1G03330;AT1G19120;AT1G21190;AT1G65700;AT1G76860;AT1G79090;AT2G03870;AT2G43810;AT3G14080;AT3G22270;AT3G59810;AT4G14990;AT5G48870,0,28
AT5G27740,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27770,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27840,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27850,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27890,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G27910,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G28020,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G28050,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G28060,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G28290,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
AT5G28500,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
