experiment,source_file,source_row,source_protein,source_gene_name,mapping_accession,protein_accession,protein_gene_name_match,gene,mapping_status,selection_rank,selected_for_wide_table,Tm,R2,RSE
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,791,P56778,P56778,P56778,P56778,True,,unmapped_to_nodes,,False,32.9491161,0.996380872,0.021160378
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,792,P56779,P56779,P56779,P56779,True,,unmapped_to_nodes,,False,54.97421052,0.971698235,0.057452174
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,793,P56780,P56780,P56780,P56780,True,,unmapped_to_nodes,,False,58.40859053,0.926990626,0.091151904
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,794,P56791,P56791,P56791,P56791,True,,unmapped_to_nodes,,False,40.02880537,0.993128328,0.031921363
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,795,P56792,P56792,P56792,P56792,True,,unmapped_to_nodes,,False,49.03572639,0.988259239,0.043610286
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,796,P56793,P56793,P56793,P56793,True,,unmapped_to_nodes,,False,32.12777452,0.987204956,0.037646773
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,797,P56795,P56795,P56795,P56795,True,,unmapped_to_nodes,,False,39.96136308,0.988102453,0.04337753
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,798,P56796,P56796,P56796,P56796,True,,unmapped_to_nodes,,False,62.30671093,0.955437034,0.054463976
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,799,P56797,P56797,P56797,P56797,True,,unmapped_to_nodes,,False,32.85183052,0.989313821,0.036424502
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,800,P56798,P56798,P56798,P56798,True,,unmapped_to_nodes,,False,34.909917,0.997619925,0.018146414
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,801,P56799,P56799,P56799,P56799,True,,unmapped_to_nodes,,False,44.2409659,0.978469408,0.061560537
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,802,P56801,P56801,P56801,P56801,True,,unmapped_to_nodes,,False,37.73887159,0.990195072,0.037174482
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,803,P56802,P56802,P56802,P56802,True,,unmapped_to_nodes,,False,40.30933951,0.994078625,0.029104613
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,817,P61841,P61841,P61841,P61841,True,,unmapped_to_nodes,,False,41.45322452,0.996405514,0.022637307
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,818,P62090,P62090,P62090,P62090,True,,unmapped_to_nodes,,False,43.34743859,0.997291994,0.02272131
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,819,P62117,P62117,P62117,P62117,True,,unmapped_to_nodes,,False,46.89720819,0.946848856,0.080310702
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,820,P62126,P62126,P62126,P62126,True,,unmapped_to_nodes,,False,35.28887261,0.97769501,0.046525123
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,821,P68209,P68209,P68209,P68209,True,,unmapped_to_nodes,,False,50.35703813,0.999329373,0.012153267
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,822,P69834,P69834,P69834,P69834,True,,unmapped_to_nodes,,False,51.39960016,0.994259048,0.037837462
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,823,P82281,P82281,P82281,P82281,True,,unmapped_to_nodes,,False,47.48946349,0.998464551,0.020226423
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,825,P82805,P82805,P82805,P82805,True,,unmapped_to_nodes,,False,55.62367369,0.973895023,0.058382343
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,827,P82873,P82873,P82873,P82873,True,,unmapped_to_nodes,,False,54.98514344,0.989597752,0.035720405
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,828,P82874,P82874,P82874,P82874,True,,unmapped_to_nodes,,False,53.48447364,0.99581473,0.02232729
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,830,P83755,P83755,P83755,P83755,True,,unmapped_to_nodes,,False,33.97720693,0.995089575,0.025154373
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,831,P92935,P92935,P92935,P92935,True,,unmapped_to_nodes,,False,37.22785293,0.993836594,0.029659961
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,834,P92979,P92979,P92979,P92979,True,,unmapped_to_nodes,,False,41.1473392,0.995542124,0.026483841
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,846,P93048,P93048,P93048,P93048,True,,unmapped_to_nodes,,False,44.71754659,0.964935067,0.05715181
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,847,P93303,P93303,P93303,P93303,True,,unmapped_to_nodes,,False,33.4510569,0.993750567,0.028209011
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,848,P93306,P93306,P93306,P93306,True,,unmapped_to_nodes,,False,39.45075738,0.99760005,0.019970529
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,851,P93740,P93740,P93740,P93740,True,,unmapped_to_nodes,,False,51.09808819,0.992126006,0.037240261
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,854,P93836,P93836,P93836,P93836,True,,unmapped_to_nodes,,False,53.3223825,0.994415529,0.037069326
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,856,P94111,P94111,P94111,P94111,True,,unmapped_to_nodes,,False,57.02254242,0.986286687,0.057037738
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,858,Q01525,Q01525,Q01525,Q01525,True,,unmapped_to_nodes,,False,48.07791695,0.995705582,0.03187412
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,863,Q02972,Q02972,Q02972,Q02972,True,,unmapped_to_nodes,,False,44.69667396,0.99919871,0.013235925
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,864,Q05212,Q05212,Q05212,Q05212,True,,unmapped_to_nodes,,False,45.34433464,0.995063232,0.029328725
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,869,Q07356,Q07356,Q07356,Q07356,True,,unmapped_to_nodes,,False,41.34919412,0.999198605,0.011900887
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,873,Q0PGJ6,Q0PGJ6,Q0PGJ6,Q0PGJ6,True,,unmapped_to_nodes,,False,46.63406615,0.992249897,0.045807755
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,874,Q0WL80,Q0WL80,Q0WL80,Q0WL80,True,,unmapped_to_nodes,,False,47.96356554,0.992056491,0.040097727
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,876,Q0WN54,Q0WN54,Q0WN54,Q0WN54,True,,unmapped_to_nodes,,False,44.64177908,0.997789336,0.019120788
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,877,Q0WNC2,Q0WNC2,Q0WNC2,Q0WNC2,True,,unmapped_to_nodes,,False,59.99920429,0.966100728,0.056666164
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,880,Q0WPA5,Q0WPA5,Q0WPA5,Q0WPA5,True,,unmapped_to_nodes,,False,48.85078478,0.993779952,0.036565973
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,881,Q0WPS6,Q0WPS6,Q0WPS6,Q0WPS6,True,,unmapped_to_nodes,,False,58.32894698,0.957771359,0.076246162
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,882,Q0WVF7,Q0WVF7,Q0WVF7,Q0WVF7,True,,unmapped_to_nodes,,False,47.75094098,0.998690229,0.013474216
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,883,Q0WVZ7,Q0WVZ7,Q0WVZ7,Q0WVZ7,True,,unmapped_to_nodes,,False,53.29053168,0.99564441,0.030718614
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,885,Q0WW84,Q0WW84,Q0WW84,Q0WW84,True,,unmapped_to_nodes,,False,44.87246889,0.996846513,0.021826948
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,886,Q0WWW9,Q0WWW9,Q0WWW9,Q0WWW9,True,,unmapped_to_nodes,,False,34.96626613,0.998795011,0.013173661
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,887,Q1EBV4,Q1EBV4,Q1EBV4,Q1EBV4,True,,unmapped_to_nodes,,False,58.15109869,0.996508352,0.023248115
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,888,Q1EBV7,Q1EBV7,Q1EBV7,Q1EBV7,True,,unmapped_to_nodes,,False,42.25124481,0.991734601,0.033363447
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,889,Q1ECE0,Q1ECE0,Q1ECE0,Q1ECE0,True,,unmapped_to_nodes,,False,49.05138043,0.998859,0.014508423
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,890,Q1H537,Q1H537,Q1H537,Q1H537,True,,unmapped_to_nodes,,False,40.62262837,0.998491812,0.016164232
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,891,Q1H5E9,Q1H5E9,Q1H5E9,Q1H5E9,True,,unmapped_to_nodes,,False,49.88545436,0.99774506,0.019112672
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,892,Q1JPM1,Q1JPM1,Q1JPM1,Q1JPM1,True,,unmapped_to_nodes,,False,44.52682757,0.998081861,0.019751994
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,893,Q1KPV0,Q1KPV0,Q1KPV0,Q1KPV0,True,,unmapped_to_nodes,,False,41.28295654,0.998182348,0.016769496
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,894,Q1WIQ6,Q1WIQ6,Q1WIQ6,Q1WIQ6,True,,unmapped_to_nodes,,False,55.00375969,0.991533939,0.045426094
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,895,Q24JN5,Q24JN5,Q24JN5,Q24JN5,True,,unmapped_to_nodes,,False,42.80195167,0.992346128,0.037632521
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,897,Q29Q34,Q29Q34,Q29Q34,Q29Q34,True,,unmapped_to_nodes,,False,46.08902721,0.997605561,0.023950349
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,898,Q2HIQ2,Q2HIQ2,Q2HIQ2,Q2HIQ2,True,,unmapped_to_nodes,,False,49.11701921,0.977233361,0.052170932
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,899,Q2HIR7,Q2HIR7,Q2HIR7,Q2HIR7,True,,unmapped_to_nodes,,False,42.33809006,0.998547176,0.01565541
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,900,Q2HIU0,Q2HIU0,Q2HIU0,Q2HIU0,True,,unmapped_to_nodes,,False,48.41255262,0.971649413,0.053008414
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,901,Q2HIW6,Q2HIW6,Q2HIW6,Q2HIW6,True,,unmapped_to_nodes,,False,63.39328789,0.970643037,0.044317808
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,902,Q2PGG3,Q2PGG3,Q2PGG3,Q2PGG3,True,,unmapped_to_nodes,,False,57.35475587,0.983360655,0.047481714
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,904,Q2V3Q0,Q2V3Q0,Q2V3Q0,Q2V3Q0,True,,unmapped_to_nodes,,False,60.78279711,0.993459081,0.033181626
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,908,Q38842,Q38842,Q38842,Q38842,True,,unmapped_to_nodes,,False,48.43831344,0.982340146,0.041406235
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,912,Q38879,Q38879,Q38879,Q38879,True,,unmapped_to_nodes,,False,54.67353446,0.997642615,0.017124164
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,920,Q38931,Q38931,Q38931,Q38931,True,,unmapped_to_nodes,,False,61.7530117,0.998374104,0.013083776
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,921,Q38932,Q38932,Q38932,Q38932,True,,unmapped_to_nodes,,False,43.96387379,0.996175186,0.028747557
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,922,Q38933,Q38933,Q38933,Q38933,True,,unmapped_to_nodes,,False,43.97177333,0.996966913,0.022618291
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,925,Q38954,Q38954,Q38954,Q38954,True,,unmapped_to_nodes,,False,40.16639288,0.997747402,0.019335237
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,927,Q39002,Q39002,Q39002,Q39002,True,,unmapped_to_nodes,,False,36.81321509,0.996460822,0.022135177
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,932,Q39108,Q39108,Q39108,Q39108,True,,unmapped_to_nodes,,False,47.51859341,0.998099031,0.020900585
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,940,Q39222,Q39222,Q39222,Q39222,True,,unmapped_to_nodes,,False,41.52085119,0.99904025,0.012871761
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,943,Q39243,Q39243,Q39243,Q39243,True,,unmapped_to_nodes,,False,56.94123413,0.960392381,0.088094723
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,944,Q39247,Q39247,Q39247,Q39247,True,,unmapped_to_nodes,,False,41.71072575,0.995763872,0.025037172
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,945,Q39249,Q39249,Q39249,Q39249,True,,unmapped_to_nodes,,False,51.23395096,0.999530405,0.009941622
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,949,Q3EAL3,Q3EAL3,Q3EAL3,Q3EAL3,True,,unmapped_to_nodes,,False,53.48066666,0.956075976,0.065919795
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,950,Q3EBE3,Q3EBE3,Q3EBE3,Q3EBE3,True,,unmapped_to_nodes,,False,54.13050207,0.989484496,0.050557517
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,952,Q41969,Q41969,Q41969,Q41969,True,,unmapped_to_nodes,,False,58.43583151,0.993791713,0.027950313
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,958,Q42338,Q42338,Q42338,Q42338,True,,unmapped_to_nodes,,False,51.07616434,0.979867685,0.044028979
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,964,Q42418,Q42418,Q42418,Q42418,True,,unmapped_to_nodes,,False,45.31974963,0.9877437,0.045154105
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,965,Q42449,Q42449,Q42449,Q42449,True,,unmapped_to_nodes,,False,46.3529387,0.98982357,0.040088837
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,971,Q42546,Q42546,Q42546,Q42546,True,,unmapped_to_nodes,,False,56.46080333,0.993197461,0.036121005
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,972,Q42553,Q42553,Q42553,Q42553,True,,unmapped_to_nodes,,False,46.76713687,0.993151095,0.031072745
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,974,Q42561,Q42561,Q42561,Q42561,True,,unmapped_to_nodes,,False,43.90199906,0.998176526,0.02060726
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,976,Q42566,Q42566,Q42566,Q42566,True,,unmapped_to_nodes,,False,51.59828999,0.995906183,0.02979716
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,980,Q42592,Q42592,Q42592,Q42592,True,,unmapped_to_nodes,,False,54.33618772,0.997675555,0.018254031
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,981,Q42593,Q42593,Q42593,Q42593,True,,unmapped_to_nodes,,False,52.0901467,0.995195504,0.027932518
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,985,Q42605,Q42605,Q42605,Q42605,True,,unmapped_to_nodes,,False,42.17789621,0.996717326,0.02775548
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,987,Q43295,Q43295,Q43295,Q43295,True,,unmapped_to_nodes,,False,56.37868453,0.996492235,0.023101473
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,988,Q43307,Q43307,Q43307,Q43307,True,,unmapped_to_nodes,,False,44.33378946,0.998522563,0.01795022
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,989,Q43315,Q43315,Q43315,Q43315,True,,unmapped_to_nodes,,False,43.02314727,0.997427767,0.024412826
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,993,Q4V3D1,Q4V3D1,Q4V3D1,Q4V3D1,True,,unmapped_to_nodes,,False,51.95034207,0.996532082,0.022665977
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,994,Q4V3D9,Q4V3D9,Q4V3D9,Q4V3D9,True,,unmapped_to_nodes,,False,61.71477789,0.994810126,0.02628488
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,995,Q500X2,Q500X2,Q500X2,Q500X2,True,,unmapped_to_nodes,,False,49.2153731,0.995035547,0.03228679
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,996,Q501F7,Q501F7,Q501F7,Q501F7,True,,unmapped_to_nodes,,False,53.97569785,0.994745617,0.032180484
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1000,Q56X76,Q56X76,Q56X76,Q56X76,True,,unmapped_to_nodes,,False,46.34974146,0.995344104,0.023525291
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1001,Q56XR7,Q56XR7,Q56XR7,Q56XR7,True,,unmapped_to_nodes,,False,45.08625635,0.994645995,0.029765593
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1003,Q56Y42,Q56Y42,Q56Y42,Q56Y42,True,,unmapped_to_nodes,,False,47.20441588,0.992851269,0.038048036
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1004,Q56Y85,Q56Y85,Q56Y85,Q56Y85,True,,unmapped_to_nodes,,False,49.02676853,0.996644943,0.027835657
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1010,Q570C8,Q570C8,Q570C8,Q570C8,True,,unmapped_to_nodes,,False,47.66369876,0.995733769,0.028935706
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1013,Q5M731,Q5M731,Q5M731,Q5M731,True,,unmapped_to_nodes,,False,40.89448932,0.998502253,0.015137367
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1015,Q5XEV6,Q5XEV6,Q5XEV6,Q5XEV6,True,,unmapped_to_nodes,,False,46.8287326,0.999713955,0.007357725
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1016,Q5XF06,Q5XF06,Q5XF06,Q5XF06,True,,unmapped_to_nodes,,False,49.31829655,0.995378378,0.026456044
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1017,Q5XF12,Q5XF12,Q5XF12,Q5XF12,True,,unmapped_to_nodes,,False,39.33429111,0.989827945,0.041113115
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1018,Q5XF33,Q5XF33,Q5XF33,Q5XF33,True,,unmapped_to_nodes,,False,46.95344048,0.996054478,0.023615134
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1020,Q66GI4,Q66GI4,Q66GI4,Q66GI4,True,,unmapped_to_nodes,,False,40.99861232,0.984551089,0.05342772
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1021,Q66GP9,Q66GP9,Q66GP9,Q66GP9,True,,unmapped_to_nodes,,False,49.27776059,0.994745684,0.030793194
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1022,Q66GQ3,Q66GQ3,Q66GQ3,Q66GQ3,True,,unmapped_to_nodes,,False,56.98854044,0.996521148,0.021594376
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1023,Q66GR2,Q66GR2,Q66GR2,Q66GR2,True,,unmapped_to_nodes,,False,41.12830017,0.99897634,0.013959748
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1024,Q66GR6,Q66GR6,Q66GR6,Q66GR6,True,,unmapped_to_nodes,,False,63.29023956,0.975421971,0.060040739
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1025,Q67XD6,Q67XD6,Q67XD6,Q67XD6,True,,unmapped_to_nodes,,False,50.25829232,0.986060691,0.0629453
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1026,Q67Y04,Q67Y04,Q67Y04,Q67Y04,True,,unmapped_to_nodes,,False,61.32435178,0.92589865,0.076300704
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1028,Q680K2,Q680K2,Q680K2,Q680K2,True,,unmapped_to_nodes,,False,46.19490478,0.995819375,0.034408516
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1029,Q682E0,Q682E0,Q682E0,Q682E0,True,,unmapped_to_nodes,,False,57.71115752,0.98933711,0.042831495
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1030,Q6DBF6,Q6DBF6,Q6DBF6,Q6DBF6,True,,unmapped_to_nodes,,False,61.50771662,0.960735266,0.056673132
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1031,Q6DBH4,Q6DBH4,Q6DBH4,Q6DBH4,True,,unmapped_to_nodes,,False,60.24322535,0.982931388,0.047194539
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1032,Q6DBI9,Q6DBI9,Q6DBI9,Q6DBI9,True,,unmapped_to_nodes,,False,54.25509245,0.998273644,0.019836166
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1033,Q6DYE4,Q6DYE4,Q6DYE4,Q6DYE4,True,,unmapped_to_nodes,,False,49.70055768,0.99216615,0.037873298
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1034,Q6ID84,Q6ID84,Q6ID84,Q6ID84,True,,unmapped_to_nodes,,False,40.22130997,0.99507175,0.027983017
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1035,Q6ID97,Q6ID97,Q6ID97,Q6ID97,True,,unmapped_to_nodes,,False,42.26506355,0.99636842,0.025725097
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1036,Q6IDC7,Q6IDC7,Q6IDC7,Q6IDC7,True,,unmapped_to_nodes,,False,36.62132298,0.998177627,0.016853796
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1037,Q6NKR3,Q6NKR3,Q6NKR3,Q6NKR3,True,,unmapped_to_nodes,,False,58.69084632,0.938690213,0.087344838
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1038,Q6NKS4,Q6NKS4,Q6NKS4,Q6NKS4,True,,unmapped_to_nodes,,False,54.90675531,0.99676323,0.022149883
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1039,Q6NKU9,Q6NKU9,Q6NKU9,Q6NKU9,True,,unmapped_to_nodes,,False,61.59543052,0.948915563,0.079375414
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1041,Q6NLB6,Q6NLB6,Q6NLB6,Q6NLB6,True,,unmapped_to_nodes,,False,59.47857604,0.987433926,0.035579392
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1042,Q6NM17,Q6NM17,Q6NM17,Q6NM17,True,,unmapped_to_nodes,,False,58.81447025,0.970349563,0.066514584
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1043,Q6NMA9,Q6NMA9,Q6NMA9,Q6NMA9,True,,unmapped_to_nodes,,False,48.55735829,0.998013883,0.019403432
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1044,Q6NPL0,Q6NPL0,Q6NPL0,Q6NPL0,True,,unmapped_to_nodes,,False,53.17729528,0.988068634,0.039418162
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1045,Q6NPM8,Q6NPM8,Q6NPM8,Q6NPM8,True,,unmapped_to_nodes,,False,62.68687255,0.968312058,0.065559786
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1046,Q6NQG3,Q6NQG3,Q6NQG3,Q6NQG3,True,,unmapped_to_nodes,,False,61.69881402,0.981465371,0.04196646
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1047,Q6NQM0,Q6NQM0,Q6NQM0,Q6NQM0,True,,unmapped_to_nodes,,False,61.4435522,0.982604373,0.040452438
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1049,Q6TBX7,Q6TBX7,Q6TBX7,Q6TBX7,True,,unmapped_to_nodes,,False,43.98080653,0.98805971,0.047307406
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1050,Q6ZY51,Q6ZY51,Q6ZY51,Q6ZY51,True,,unmapped_to_nodes,,False,46.27199371,0.998799158,0.016265002
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1051,Q70DU8,Q70DU8,Q70DU8,Q70DU8,True,,unmapped_to_nodes,,False,46.73126109,0.989719373,0.042314927
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1053,Q75W54,Q75W54,Q75W54,Q75W54,True,,unmapped_to_nodes,,False,50.6536526,0.997381741,0.025570785
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1056,Q7G192,Q7G192,Q7G192,Q7G192,True,,unmapped_to_nodes,,False,57.96707051,0.970897542,0.065551417
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1057,Q7XA63,Q7XA63,Q7XA63,Q7XA63,True,,unmapped_to_nodes,,False,62.76291052,0.987741431,0.039584348
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1059,Q7XJJ7,Q7XJJ7,Q7XJJ7,Q7XJJ7,True,,unmapped_to_nodes,,False,60.07427223,0.99293589,0.033599534
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1060,Q84J81,Q84J81,Q84J81,Q84J81,True,,unmapped_to_nodes,,False,52.32105043,0.998936975,0.012959633
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1061,Q84JM6,Q84JM6,Q84JM6,Q84JM6,True,,unmapped_to_nodes,,False,39.72757738,0.998975917,0.012614237
lysate_cell_MS2,melting-point-Lyu2023-lysate-cell-MS2.csv,1062,Q84JW0,Q84JW0,Q84JW0,Q84JW0,True,,unmapped_to_nodes,,False,51.75836723,0.995411175,0.029055891
