node,abundance_file_1,n_uniprot_abundance_values_file_1,matched_uniprot_accessions_file_1,abundance_file_2,n_uniprot_abundance_values_file_2,matched_uniprot_accessions_file_2,abundance_file_3,n_uniprot_abundance_values_file_3,matched_uniprot_accessions_file_3,abundance_file_4,n_uniprot_abundance_values_file_4,matched_uniprot_accessions_file_4,abundance_file_5,n_uniprot_abundance_values_file_5,matched_uniprot_accessions_file_5,abundance_file_6,n_uniprot_abundance_values_file_6,matched_uniprot_accessions_file_6,abundance_file_7,n_uniprot_abundance_values_file_7,matched_uniprot_accessions_file_7,n_abundance_files_with_values,harmonized_abundance
AT1G60080,10.5,1,Q9ZUI4,15.1,1.0,Q9ZUI4,0.253,1.0,Q9ZUI4,19.5,1.0,Q9ZUI4,17.5,1.0,Q9ZUI4,,,,,,,5,15.1
AT1G60160,0.071,1,O80739,0.421,1.0,O80739,0.028,1.0,O80739,,,,2.31,1.0,O80739,,,,,,,4,0.246
AT1G60420,80.1,1,O80763,84.1,1.0,O80763,41.1,1.0,O80763,131.0,1.0,O80763,259.0,1.0,O80763,,,,,,,5,84.1
AT1G60710,146.0,1,Q93ZN2,100.0,1.0,Q93ZN2,55.4,1.0,Q93ZN2,268.0,1.0,Q93ZN2,160.0,1.0,Q93ZN2,,,,,,,5,146.0
AT1G60770,17.9,1,O22714,24.2,1.0,O22714,8.86,1.0,O22714,27.8,1.0,O22714,67.7,1.0,O22714,,,,,,,5,24.2
AT1G60780,50.4,1,O22715,31.3,1.0,O22715,12.1,1.0,O22715,97.1,1.0,O22715,73.5,1.0,O22715,,,,,,,5,50.4
AT1G60810,32.0,1,O22718,10.8,1.0,O22718,24.5,1.0,O22718,54.2,1.0,O22718,23.0,1.0,O22718,,,,,,,5,24.5
AT1G60850,7.0,1,Q9C6C2,12.1,1.0,Q9C6C2,5.71,1.0,Q9C6C2,8.94,1.0,Q9C6C2,26.2,1.0,Q9C6C2,,,,,,,5,8.94
AT1G60890,0.678,1,Q8RY89,0.195,1.0,Q8RY89,0.805,1.0,Q8RY89,0.995,1.0,Q8RY89,,,,,,,,,,4,0.7415
AT1G60940,30.9,1,Q9C958,71.3,1.0,Q9C958,28.3,1.0,Q9C958,34.8,1.0,Q9C958,25.8,1.0,Q9C958,,,,,,,5,30.9
AT1G60950,1706.0,1,P16972,2764.0,1.0,P16972,5167.0,1.0,P16972,70.7,1.0,P16972,127.0,1.0,P16972,,,,,,,5,1706.0
AT1G60970,14.4,1,Q940S5,36.0,1.0,Q940S5,5.16,1.0,Q940S5,20.4,1.0,Q940S5,17.6,1.0,Q940S5,,,,,,,5,17.6
AT1G61010,13.6,1,Q9C952,13.9,1.0,Q9C952,11.2,1.0,Q9C952,19.9,1.0,Q9C952,34.6,1.0,Q9C952,,,,,,,5,13.9
AT1G61150,66.5,1,Q84WK5,53.9,1.0,Q84WK5,96.9,1.0,Q84WK5,78.0,1.0,Q84WK5,22.8,1.0,Q84WK5,,,,,,,5,66.5
AT1G61250,121.0,1,Q9M5P2,386.0,1.0,Q9M5P2,121.0,1.0,Q9M5P2,104.0,1.0,Q9M5P2,178.0,1.0,Q9M5P2,,,,,,,5,121.0
AT1G61310,0.086,1,O64789,0.244,1.0,O64789,,,,0.134,1.0,O64789,,,,,,,,,,3,0.134
AT1G61520,2486.0,1,Q9SY97,941.0,1.0,Q9SY97,3501.0,1.0,Q9SY97,2126.0,1.0,Q9SY97,1504.0,1.0,Q9SY97,3722.0,1.0,Q9SY97,2046.0,1.0,Q9SY97,7,2126.0
AT1G61560,0.501,1,Q94KB7,1.65,1.0,Q94KB7,,,,0.731,1.0,Q94KB7,,,,,,,,,,3,0.731
AT1G61570,61.7,1,Q9XH48,173.0,1.0,Q9XH48,130.0,1.0,Q9XH48,14.8,1.0,Q9XH48,241.0,1.0,Q9XH48,,,,,,,5,130.0
AT1G61580,168.0,1,P22738,121.0,1.0,P22738,306.0,1.0,P22738,166.0,1.0,P22738,11.1,1.0,P22738,,,,,,,5,166.0
AT1G61700,1.92,1,Q9SYA6,,,,,,,4.32,1.0,Q9SYA6,,,,,,,,,,2,3.12
AT1G61730,39.3,1,Q9SYA9,99.6,1.0,Q9SYA9,25.5,1.0,Q9SYA9,46.3,1.0,Q9SYA9,152.0,1.0,Q9SYA9,,,,,,,5,46.3
AT1G61790,39.9,1,Q9SYB5,57.0,1.0,Q9SYB5,20.8,1.0,Q9SYB5,60.4,1.0,Q9SYB5,171.0,1.0,Q9SYB5,,,,,,,5,57.0
AT1G61870,14.7,1,Q8LE47,8.29,1.0,Q8LE47,3.98,1.0,Q8LE47,28.0,1.0,Q8LE47,41.0,1.0,Q8LE47,,,,,,,5,14.7
AT1G61980,1.9,1,O80703,0.154,1.0,O80703,1.09,1.0,O80703,3.18,1.0,O80703,22.1,1.0,O80703,,,,,,,5,1.9
AT1G62020,84.1,1,Q94A40,57.4,1.0,Q94A40,48.5,1.0,Q94A40,142.0,1.0,Q94A40,257.0,1.0,Q94A40,,,,,,,5,84.1
AT1G62180,15.4,1,P92981,0.389,1.0,P92981,13.2,1.0,P92981,19.9,1.0,P92981,41.4,1.0,P92981,14.7,1.0,P92981,15.1,1.0,P92981,7,15.1
AT1G62300,1.8,1,Q9C519,15.3,1.0,Q9C519,0.628,1.0,Q9C519,,,,,,,,,,,,,3,1.8
AT1G62380,753.0,1,Q41931,1691.0,1.0,Q41931,215.0,1.0,Q41931,1046.0,1.0,Q41931,558.0,1.0,Q41931,288.0,1.0,Q41931,237.0,1.0,Q41931,7,558.0
AT1G62390,44.5,1,O48802,23.8,1.0,O48802,18.7,1.0,O48802,59.3,1.0,O48802,85.4,1.0,O48802,51.6,1.0,O48802,61.8,1.0,O48802,7,51.6
AT1G62670,0.024,1,Q9SXD1,0.181,1.0,Q9SXD1,,,,,,,0.53,1.0,Q9SXD1,,,,,,,3,0.181
AT1G62740,157.0,1,Q5XEP2,216.0,1.0,Q5XEP2,61.7,1.0,Q5XEP2,259.0,1.0,Q5XEP2,253.0,1.0,Q5XEP2,,,,,,,5,216.0
AT1G62750,427.0,1,Q9SI75,79.4,1.0,Q9SI75,209.0,1.0,Q9SI75,153.0,1.0,Q9SI75,502.0,1.0,Q9SI75,1691.0,1.0,Q9SI75,1663.0,1.0,Q9SI75,7,427.0
AT1G62810,17.9,1,Q8H1H9,16.2,1.0,Q8H1H9,2.58,1.0,Q8H1H9,34.6,1.0,Q8H1H9,10.7,1.0,Q8H1H9,,,,,,,5,16.2
AT1G62830,3.44,1,Q8VXV7,7.37,1.0,Q8VXV7,0.978,1.0,Q8VXV7,4.97,1.0,Q8VXV7,21.7,1.0,Q8VXV7,,,,,,,5,4.97
AT1G62870,0.65,1,Q9LQ19,0.484,1.0,Q9LQ19,0.321,1.0,Q9LQ19,1.09,1.0,Q9LQ19,3.28,1.0,Q9LQ19,,,,,,,5,0.65
AT1G62960,0.794,1,Q9LQ10,0.231,1.0,Q9LQ10,0.91,1.0,Q9LQ10,1.13,1.0,Q9LQ10,2.72,1.0,Q9LQ10,,,,,,,5,0.91
AT1G62980,1.14,1,Q9LQ07,0.868,1.0,Q9LQ07,,,,2.35,1.0,Q9LQ07,,,,,,,,,,3,1.14
AT1G63000,368.0,1,Q9LQ04,67.6,1.0,Q9LQ04,165.0,1.0,Q9LQ04,669.0,1.0,Q9LQ04,391.0,1.0,Q9LQ04,94.1,1.0,Q9LQ04,89.4,1.0,Q9LQ04,7,165.0
AT1G63020,0.189,1,Q9LQ02,0.184,1.0,Q9LQ02,0.368,1.0,Q9LQ02,,,,8.63,1.0,Q9LQ02,,,,,,,4,0.27849999999999997
AT1G63160,7.88,1,Q9CAM7,12.3,1.0,Q9CAM7,5.93,1.0,Q9CAM7,9.76,1.0,Q9CAM7,79.7,1.0,Q9CAM7,,,,,,,5,9.76
AT1G63180,7.15,1,Q8LDN8,1.41,1.0,Q8LDN8,4.46,1.0,Q8LDN8,12.9,1.0,Q8LDN8,10.5,1.0,Q8LDN8,,,,,,,5,7.15
AT1G63210,0.612,1,Q9CAM1,1.23,1.0,Q9CAM1,0.425,1.0,Q9CAM1,0.653,1.0,Q9CAM1,9.42,1.0,Q9CAM1,,,,,,,5,0.653
AT1G63310,11.4,1,Q9C8T5,12.2,1.0,Q9C8T5,3.32,1.0,Q9C8T5,20.6,1.0,Q9C8T5,,,,,,,,,,4,11.8
AT1G63500,48.2,1,F4I3M3,26.3,1.0,F4I3M3,61.0,1.0,F4I3M3,64.9,1.0,F4I3M3,27.3,1.0,F4I3M3,,,,,,,5,48.2
AT1G63660,78.7,1,Q9CAD1,64.5,1.0,Q9CAD1,67.6,1.0,Q9CAD1,110.0,1.0,Q9CAD1,248.0,1.0,Q9CAD1,13.5,1.0,Q9CAD1,19.3,1.0,Q9CAD1,7,67.6
AT1G63680,31.8,1,F4I3P9,5.21,1.0,F4I3P9,4.94,1.0,F4I3P9,67.1,1.0,F4I3P9,15.7,1.0,F4I3P9,,,,,,,5,15.7
AT1G63700,0.498,1,Q9CAD5,2.17,1.0,Q9CAD5,0.094,1.0,Q9CAD5,0.544,1.0,Q9CAD5,,,,,,,,,,4,0.521
AT1G63780,7.3,1,Q9S826,6.02,1.0,Q9S826,5.14,1.0,Q9S826,11.0,1.0,Q9S826,48.9,1.0,Q9S826,,,,,,,5,7.3
AT1G63850,0.563,1,Q9CAJ9,2.4,1.0,Q9CAJ9,1.07,1.0,Q9CAJ9,0.049,1.0,Q9CAJ9,,,,,,,,,,4,0.8165
AT1G63940,739.0,1,P92947,371.0,1.0,P92947,902.0,1.0,P92947,690.0,1.0,P92947,703.0,1.0,P92947,879.0,1.0,P92947,810.0,1.0,P92947,7,739.0
AT1G63970,95.3,1,Q9CAK8,26.9,1.0,Q9CAK8,82.3,1.0,Q9CAK8,158.0,1.0,Q9CAK8,43.0,1.0,Q9CAK8,,,,,,,5,82.3
AT1G64040,15.0,1,P48483,14.6,1.0,P48483,5.39,1.0,P48483,26.5,1.0,P48483,23.9,1.0,P48483,,,,,,,5,15.0
AT1G64060,0.125,1,O48538,0.248,1.0,O48538,,,,0.211,1.0,O48538,0.538,1.0,O48538,,,,,,,4,0.22949999999999998
AT1G64070,0.042,1,F4I594,0.186,1.0,F4I594,0.083,1.0,F4I594,,,,,,,,,,,,,3,0.083
AT1G64190,279.0,1,Q9SH69,350.0,1.0,Q9SH69,199.0,1.0,Q9SH69,422.0,1.0,Q9SH69,120.0,1.0,Q9SH69,,,,,,,5,279.0
AT1G64200,286.0,1,P0CAN7,71.7,1.0,P0CAN7,137.0,1.0,P0CAN7,543.0,1.0,P0CAN7,22.8,1.0,P0CAN7,,,,,,,5,137.0
AT1G64230,242.0,1,Q94F47,76.9,1.0,Q94F47,359.0,1.0,Q94F47,309.0,1.0,Q94F47,11.4,1.0,Q94F47,,,,,,,5,242.0
AT1G64280,0.014,1,P93002,0.134,1.0,P93002,,,,,,,,,,,,,,,,2,0.07400000000000001
AT1G64330,41.1,1,Q9C7V7,20.9,1.0,Q9C7V7,13.2,1.0,Q9C7V7,78.8,1.0,Q9C7V7,32.3,1.0,Q9C7V7,,,,,,,5,32.3
AT1G64350,3.98,1,Q93VR9,0.716,1.0,Q93VR9,1.41,1.0,Q93VR9,7.79,1.0,Q93VR9,7.38,1.0,Q93VR9,,,,,,,5,3.98
AT1G64500,10.7,1,Q9SGW5,9.3,1.0,Q9SGW5,23.9,1.0,Q9SGW5,7.48,1.0,Q9SGW5,3.11,1.0,Q9SGW5,,,,,,,5,9.3
AT1G64520,241.0,1,Q9SGW3,136.0,1.0,Q9SGW3,111.0,1.0,Q9SGW3,296.0,1.0,Q9SGW3,551.0,1.0,Q9SGW3,306.0,1.0,Q9SGW3,389.0,1.0,Q9SGW3,7,296.0
AT1G64550,29.2,1,Q8H0V6,15.6,1.0,Q8H0V6,13.2,1.0,Q8H0V6,52.6,1.0,Q8H0V6,68.6,1.0,Q8H0V6,,,,,,,5,29.2
AT1G64750,81.3,1,Q9XIR8,391.0,1.0,Q9XIR8,119.0,1.0,Q9XIR8,17.4,1.0,Q9XIR8,6.42,1.0,Q9XIR8,,,,,,,5,81.3
AT1G64770,22.9,1,Q94AQ8,23.3,1.0,Q94AQ8,41.8,1.0,Q94AQ8,12.3,1.0,Q94AQ8,44.0,1.0,Q94AQ8,27.3,1.0,Q94AQ8,13.4,1.0,Q94AQ8,7,23.3
AT1G64780,0.68,1,Q9ZPJ8,1.73,1.0,Q9ZPJ8,,,,1.11,1.0,Q9ZPJ8,,,,,,,,,,3,1.11
AT1G64840,1.6,1,Q9XIR1,2.27,1.0,Q9XIR1,,,,2.99,1.0,Q9XIR1,2.85,1.0,Q9XIR1,,,,,,,4,2.56
AT1G64990,0.951,1,Q9XIP7,0.378,1.0,Q9XIP7,,,,2.01,1.0,Q9XIP7,2.01,1.0,Q9XIP7,,,,,,,4,1.4805
AT1G65010,27.5,1,F4I8B9,14.8,1.0,F4I8B9,10.7,1.0,F4I8B9,51.1,1.0,F4I8B9,42.6,1.0,F4I8B9,,,,,,,5,27.5
AT1G65260,379.0,1,O80796,147.0,1.0,O80796,167.0,1.0,O80796,213.0,1.0,O80796,206.0,1.0,O80796,1323.0,1.0,O80796,1237.0,1.0,O80796,7,213.0
AT1G65350,939.0,1,F4I9X6,423.0,1.0,F4I9X6,3305.0,1.0,F4I9X6,27.3,1.0,F4I9X6,0.146,1.0,F4I9X6,,,,,,,5,423.0
AT1G65360,0.049,1,O80807,0.457,1.0,O80807,,,,,,,,,,,,,,,,2,0.253
AT1G65380,0.009,1,O80809,0.088,1.0,O80809,,,,,,,,,,,,,,,,2,0.048499999999999995
AT1G65440,16.2,1,A8MS85,26.4,1.0,A8MS85,15.9,1.0,A8MS85,18.4,1.0,A8MS85,118.0,1.0,A8MS85,,,,,,,5,18.4
AT1G65650,36.3,1,O04482,50.9,1.0,O04482,19.2,1.0,O04482,43.4,1.0,O04482,106.0,1.0,O04482,40.8,1.0,O04482,24.6,1.0,O04482,7,40.8
AT1G65700,33.9,1,Q8VYI0,53.2,1.0,Q8VYI0,35.8,1.0,Q8VYI0,41.2,1.0,Q8VYI0,39.1,1.0,Q8VYI0,,,,,,,5,39.1
AT1G65920,0.012,1,Q9SRZ7,,,,,,,0.006,1.0,Q9SRZ7,1.08,1.0,Q9SRZ7,,,,,,,3,0.012
AT1G65930,1533.0,1,Q9SRZ6,1868.0,1.0,Q9SRZ6,745.0,1.0,Q9SRZ6,2024.0,1.0,Q9SRZ6,1840.0,1.0,Q9SRZ6,1429.0,1.0,Q9SRZ6,1124.0,1.0,Q9SRZ6,7,1533.0
AT1G65960,230.0,1,Q42472,86.6,1.0,Q42472,113.0,1.0,Q42472,428.0,1.0,Q42472,89.7,1.0,Q42472,,,,,,,5,113.0
AT1G65980,906.0,1,Q9XEX2,2192.0,1.0,Q9XEX2,708.0,1.0,Q9XEX2,1074.0,1.0,Q9XEX2,645.0,1.0,Q9XEX2,,,,,,,5,906.0
AT1G66070,138.0,1,Q9C8D8,283.0,1.0,Q9C8D8,28.4,1.0,Q9C8D8,224.0,1.0,Q9C8D8,53.4,1.0,Q9C8D8,,,,,,,5,138.0
AT1G66120,0.05,1,Q9C8D4,,,,,,,,,,6.17,1.0,Q9C8D4,,,,,,,2,3.11
AT1G66150,3.46,1,P43298,2.92,1.0,P43298,4.59,1.0,P43298,4.23,1.0,P43298,5.1,1.0,P43298,,,,,,,5,4.23
AT1G66260,28.7,1,Q94EH8,27.8,1.0,Q94EH8,24.8,1.0,Q94EH8,42.0,1.0,Q94EH8,53.3,1.0,Q94EH8,,,,,,,5,28.7
AT1G66270,682.0,1,Q9C525,298.0,1.0,Q9C525,303.0,1.0,Q9C525,1279.0,1.0,Q9C525,51.6,1.0,Q9C525,,,,,,,5,303.0
AT1G66280,646.0,1,Q9C8Y9,304.0,1.0,Q9C8Y9,239.0,1.0,Q9C8Y9,1235.0,1.0,Q9C8Y9,56.9,1.0,Q9C8Y9,,,,,,,5,304.0
AT1G66340,0.887,1,P49333,0.192,1.0,P49333,,,,1.9,1.0,P49333,2.43,1.0,P49333,,,,,,,4,1.3935
AT1G66350,0.009,1,Q9C8Y3,0.085,1.0,Q9C8Y3,,,,,,,,,,,,,,,,2,0.047
AT1G66360,0.352,1,Q9C8Y2,,,,,,,0.791,1.0,Q9C8Y2,,,,,,,,,,2,0.5715
AT1G66390,0.177,1,Q9ZTC3,1.66,1.0,Q9ZTC3,,,,,,,,,,,,,,,,2,0.9185
AT1G66410,484.0,1,P0DH96,667.0,1.0,P0DH96,1131.0,1.0,P0DH96,249.0,1.0,P0DH96,,,,,,,,,,4,575.5
AT1G66530,28.8,1,Q9C713,12.3,1.0,Q9C713,11.2,1.0,Q9C713,53.8,1.0,Q9C713,74.7,1.0,Q9C713,,,,,,,5,28.8
AT1G66580,269.0,1,Q93W22,378.0,1.0,Q93W22,307.0,1.0,Q93W22,327.0,1.0,Q93W22,107.0,1.0,Q93W22,,,,,,,5,307.0
AT1G66670,195.0,1,Q9SXJ6,36.8,1.0,Q9SXJ6,58.0,1.0,Q9SXJ6,166.0,1.0,Q9SXJ6,127.0,1.0,Q9SXJ6,668.0,1.0,Q9SXJ6,505.0,1.0,Q9SXJ6,7,166.0
AT1G66740,2.67,1,Q9C9M6,4.66,1.0,Q9C9M6,3.02,1.0,Q9C9M6,2.39,1.0,Q9C9M6,37.1,1.0,Q9C9M6,,,,,,,5,3.02
AT1G66750,3.6,1,Q9C9M7,18.0,1.0,Q9C9M7,3.44,1.0,Q9C9M7,1.65,1.0,Q9C9M7,3.63,1.0,Q9C9M7,,,,,,,5,3.6
AT1G66950,4.57,1,Q7PC84,1.45,1.0,Q7PC84,6.91,1.0,Q7PC84,5.78,1.0,Q7PC84,0.317,1.0,Q7PC84,,,,,,,5,4.57
AT1G67080,0.55,1,Q8LFP9,0.343,1.0,Q8LFP9,0.494,1.0,Q8LFP9,0.828,1.0,Q8LFP9,1.68,1.0,Q8LFP9,,,,,,,5,0.55
AT1G67090,4141.0,1,P10795,1242.0,1.0,P10795,4360.0,1.0,P10795,3256.0,1.0,P10795,1507.0,1.0,P10795,8343.0,1.0,P10795,7649.0,1.0,P10795,7,4141.0
AT1G67230,69.9,1,F4HRT5,233.0,1.0,F4HRT5,45.6,1.0,F4HRT5,53.3,1.0,F4HRT5,238.0,1.0,F4HRT5,49.6,1.0,F4HRT5,34.3,1.0,F4HRT5,7,53.3
AT1G67280,262.0,1,Q8W593,134.0,1.0,Q8W593,199.0,1.0,Q8W593,231.0,1.0,Q8W593,94.5,1.0,Q8W593,462.0,1.0,Q8W593,578.0,1.0,Q8W593,7,231.0
AT1G67310,4.71,1,Q9FYG2,12.3,1.0,Q9FYG2,1.04,1.0,Q9FYG2,3.31,1.0,Q9FYG2,1.74,1.0,Q9FYG2,10.2,1.0,Q9FYG2,8.66,1.0,Q9FYG2,7,4.71
AT1G67320,2.78,1,Q84WJ2,3.77,1.0,Q84WJ2,,,,5.09,1.0,Q84WJ2,13.7,1.0,Q84WJ2,,,,,,,4,4.43
AT1G67540,0.107,1,B3H4Y3,1.01,1.0,B3H4Y3,,,,,,,,,,,,,,,,2,0.5585
AT1G67580,5.89,1,Q9CAG1,16.8,1.0,Q9CAG1,5.32,1.0,Q9CAG1,6.02,1.0,Q9CAG1,,,,,,,,,,4,5.955
AT1G67590,0.841,1,Q9SR48,1.48,1.0,Q9SR48,2.5,1.0,Q9SR48,,,,1.94,1.0,Q9SR48,,,,,,,4,1.71
AT1G67650,6.77,1,Q9FXD1,6.96,1.0,Q9FXD1,3.83,1.0,Q9FXD1,11.2,1.0,Q9FXD1,,,,,,,,,,4,6.865
AT1G67680,43.6,1,Q9FXD4,22.5,1.0,Q9FXD4,26.2,1.0,Q9FXD4,73.6,1.0,Q9FXD4,185.0,1.0,Q9FXD4,,,,,,,5,43.6
AT1G67700,155.0,1,Q8LDL0,21.9,1.0,Q8LDL0,247.0,1.0,Q8LDL0,145.0,1.0,Q8LDL0,214.0,1.0,Q8LDL0,182.0,1.0,Q8LDL0,57.1,1.0,Q8LDL0,7,155.0
AT1G67720,1.62,1,C0LGI2,0.716,1.0,C0LGI2,,,,3.36,1.0,C0LGI2,6.36,1.0,C0LGI2,,,,,,,4,2.49
AT1G67730,144.0,1,Q8L9C4,32.2,1.0,Q8L9C4,32.8,1.0,Q8L9C4,280.0,1.0,Q8L9C4,264.0,1.0,Q8L9C4,33.5,1.0,Q8L9C4,27.1,1.0,Q8L9C4,7,33.5
AT1G67750,11.4,1,Q9FXD8,0.437,1.0,Q9FXD8,2.52,1.0,Q9FXD8,23.8,1.0,Q9FXD8,15.6,1.0,Q9FXD8,,,,,,,5,11.4
AT1G67930,15.7,1,Q9C9V9,5.93,1.0,Q9C9V9,4.36,1.0,Q9C9V9,30.1,1.0,Q9C9V9,58.7,1.0,Q9C9V9,,,,,,,5,15.7
AT1G67970,0.071,1,Q9S7U5,0.668,1.0,Q9S7U5,,,,,,,,,,,,,,,,2,0.3695
AT1G68020,4.07,1,Q94AH8,1.72,1.0,Q94AH8,1.72,1.0,Q94AH8,7.58,1.0,Q94AH8,6.44,1.0,Q94AH8,,,,,,,5,4.07
AT1G68050,0.01,1,Q9C9W9,0.093,1.0,Q9C9W9,,,,,,,,,,,,,,,,2,0.0515
AT1G68060,19.5,1,Q9C9X0,42.9,1.0,Q9C9X0,8.76,1.0,Q9C9X0,28.2,1.0,Q9C9X0,10.4,1.0,Q9C9X0,,,,,,,5,19.5
AT1G68090,0.051,1,Q9C9X3,0.475,1.0,Q9C9X3,,,,,,,,,,,,,,,,2,0.263
AT1G68310,20.6,1,Q9C9G6,35.2,1.0,Q9C9G6,10.4,1.0,Q9C9G6,31.1,1.0,Q9C9G6,31.9,1.0,Q9C9G6,,,,,,,5,31.1
AT1G68360,0.136,1,Q9C9H1,,,,0.383,1.0,Q9C9H1,,,,4.09,1.0,Q9C9H1,,,,,,,3,0.383
AT1G68530,9.89,1,Q9XF43,0.486,1.0,Q9XF43,10.6,1.0,Q9XF43,14.5,1.0,Q9XF43,70.4,1.0,Q9XF43,,,,,,,5,10.6
AT1G68590,172.0,1,Q9SX22,20.2,1.0,Q9SX22,160.0,1.0,Q9SX22,32.1,1.0,Q9SX22,68.3,1.0,Q9SX22,827.0,1.0,Q9SX22,489.0,1.0,Q9SX22,7,160.0
AT1G68750,1.62,1,Q8GVE8,0.217,1.0,Q8GVE8,4.99,1.0,Q8GVE8,0.554,1.0,Q8GVE8,2.1,1.0,Q8GVE8,,,,,,,5,1.62
AT1G68810,0.165,1,Q9S7Y1,1.54,1.0,Q9S7Y1,,,,,,,,,,,,,,,,2,0.8525
AT1G68830,25.6,1,Q9S713,2.23,1.0,Q9S713,10.2,1.0,Q9S713,50.7,1.0,Q9S713,15.0,1.0,Q9S713,,,,,,,5,15.0
AT1G68840,0.108,1,P82280,0.34,1.0,P82280,,,,0.116,1.0,P82280,2.44,1.0,P82280,,,,,,,4,0.228
AT1G68850,0.184,1,Q96519,0.174,1.0,Q96519,,,,0.337,1.0,Q96519,1.9,1.0,Q96519,,,,,,,4,0.2605
AT1G68910,4.46,1,A8MQR0,2.14,1.0,A8MQR0,0.796,1.0,A8MQR0,8.92,1.0,A8MQR0,6.73,1.0,A8MQR0,,,,,,,5,4.46
AT1G69220,2.06,1,O24527,3.08,1.0,O24527,0.61,1.0,O24527,3.46,1.0,O24527,3.73,1.0,O24527,,,,,,,5,3.08
AT1G69250,29.4,1,Q9LDI9,19.1,1.0,Q9LDI9,45.9,1.0,Q9LDI9,32.6,1.0,Q9LDI9,74.4,1.0,Q9LDI9,,,,,,,5,32.6
AT1G69400,0.035,1,F4I241,0.324,1.0,F4I241,,,,,,,,,,,,,,,,2,0.1795
AT1G69510,244.0,1,Q9C787,555.0,1.0,Q9C787,241.0,1.0,Q9C787,269.0,1.0,Q9C787,51.2,1.0,Q9C787,,,,,,,5,244.0
AT1G69530,87.8,1,Q9C554,145.0,1.0,Q9C554,117.0,1.0,Q9C554,91.1,1.0,Q9C554,70.6,1.0,Q9C554,,,,,,,5,91.1
AT1G69690,0.143,1,Q9C9L2,1.05,1.0,Q9C9L2,,,,0.07,1.0,Q9C9L2,,,,,,,,,,3,0.143
AT1G69770,2.23,1,Q94F88,17.5,1.0,Q94F88,0.56,1.0,Q94F88,0.152,1.0,Q94F88,18.4,1.0,Q94F88,,,,,,,5,2.23
AT1G69830,51.9,1,Q94A41,23.1,1.0,Q94A41,43.2,1.0,Q94A41,61.1,1.0,Q94A41,134.0,1.0,Q94A41,56.5,1.0,Q94A41,55.1,1.0,Q94A41,7,55.1
AT1G69840,208.0,1,Q9CAR7,67.9,1.0,Q9CAR7,617.0,1.0,Q9CAR7,50.4,1.0,Q9CAR7,171.0,1.0,Q9CAR7,71.6,1.0,Q9CAR7,71.3,1.0,Q9CAR7,7,71.6
AT1G69960,21.8,1,O04951,10.4,1.0,O04951,21.4,1.0,O04951,33.4,1.0,O04951,8.33,1.0,O04951,,,,,,,5,21.4
AT1G70290,5.43,1,Q0WUI9,8.28,1.0,Q0WUI9,1.77,1.0,Q0WUI9,9.05,1.0,Q0WUI9,6.36,1.0,Q0WUI9,,,,,,,5,6.36
AT1G70300,0.221,1,Q8W4I4,1.53,1.0,Q8W4I4,0.171,1.0,Q8W4I4,0.028,1.0,Q8W4I4,,,,,,,,,,4,0.196
AT1G70310,114.0,1,O48661,225.0,1.0,O48661,65.8,1.0,O48661,162.0,1.0,O48661,84.5,1.0,O48661,,,,,,,5,114.0
AT1G70320,11.8,1,Q8H0T4,13.8,1.0,Q8H0T4,9.44,1.0,Q8H0T4,16.5,1.0,Q8H0T4,57.3,1.0,Q8H0T4,,,,,,,5,13.8
AT1G70410,460.0,1,Q94CE4,129.0,1.0,Q94CE4,734.0,1.0,Q94CE4,383.0,1.0,Q94CE4,191.0,1.0,Q94CE4,506.0,1.0,Q94CE4,404.0,1.0,Q94CE4,7,404.0
AT1G70490,362.0,1,P0DH91,275.0,1.0,P0DH91,726.0,1.0,P0DH91,311.0,1.0,P0DH91,,,,,,,,,,4,336.5
AT1G70520,2.78,1,Q9CAL3,2.33,1.0,Q9CAL3,2.69,1.0,Q9CAL3,4.03,1.0,Q9CAL3,3.06,1.0,Q9CAL3,,,,,,,5,2.78
AT1G70530,4.29,1,Q9CAL2,5.24,1.0,Q9CAL2,5.05,1.0,Q9CAL2,5.15,1.0,Q9CAL2,12.0,1.0,Q9CAL2,,,,,,,5,5.15
AT1G70580,199.0,1,Q9S7E9,72.1,1.0,Q9S7E9,461.0,1.0,Q9S7E9,153.0,1.0,Q9S7E9,44.2,1.0,Q9S7E9,,,,,,,5,153.0
AT1G70600,432.0,1,P49637,775.0,1.0,P49637,330.0,1.0,P49637,584.0,1.0,P49637,160.0,1.0,P49637,,,,,,,5,432.0
AT1G70710,12.0,1,Q9CAC1,37.6,1.0,Q9CAC1,8.52,1.0,Q9CAC1,11.9,1.0,Q9CAC1,54.7,1.0,Q9CAC1,,,,,,,5,12.0
AT1G70730,326.0,1,Q9SGC1,315.0,1.0,Q9SGC1,407.0,1.0,Q9SGC1,288.0,1.0,Q9SGC1,575.0,1.0,Q9SGC1,308.0,1.0,Q9SGC1,283.0,1.0,Q9SGC1,7,315.0
AT1G70750,1.44,1,Q9CAC4,5.08,1.0,Q9CAC4,,,,2.0,1.0,Q9CAC4,1.38,1.0,Q9CAC4,,,,,,,4,1.72
AT1G70770,142.0,1,Q9S791,415.0,1.0,Q9S791,118.0,1.0,Q9S791,134.0,1.0,Q9S791,342.0,1.0,Q9S791,21.3,1.0,Q9S791,21.5,1.0,Q9S791,7,134.0
