source,target
AT1G71230,AT3G27420
AT1G71230,AT3G63010
AT1G71230,AT4G00710
AT1G71230,AT4G02080
AT1G71230,AT4G02620
AT1G71230,AT4G12020
AT1G71230,AT4G14110
AT1G71230,AT4G24680
AT1G71230,AT4G31800
AT1G71230,AT4G38930
AT1G71230,AT5G14250
AT1G71230,AT5G16310
AT1G71230,AT5G38890
AT1G71230,AT5G42970
AT1G71230,AT5G50810
AT1G71230,AT5G56280
AT1G71230,AT5G62880
AT1G71230,AT5G62950
AT1G71270,AT4G02030
AT1G71770,AT2G26280
AT1G71770,AT3G14010
AT1G71820,AT3G10380
AT1G71830,AT1G71830
AT1G71830,AT2G26330
AT1G71830,AT3G09840
AT1G71830,AT3G14350
AT1G71830,AT4G20940
AT1G71830,AT4G22130
AT1G71830,AT4G33430
AT1G71830,AT4G35950
AT1G71830,AT4G39400
AT1G71830,AT5G10450
AT1G71830,AT5G16000
AT1G71830,AT5G19280
AT1G71830,AT5G48380
AT1G71880,AT3G48750
AT1G71880,AT4G16360
AT1G72010,AT2G01570
AT1G72010,AT2G28290
AT1G72010,AT2G46020
AT1G72010,AT3G45640
AT1G72010,AT4G01370
AT1G72010,AT4G37460
AT1G72340,AT2G40330
AT1G72340,AT4G01026
AT1G72390,AT2G18790
AT1G72390,AT3G45780
AT1G72390,AT5G15840
AT1G72430,AT3G04580
AT1G72430,AT3G23150
AT1G72450,AT1G72450
AT1G72450,AT1G74950
AT1G72450,AT1G80490
AT1G72450,AT2G46510
AT1G72450,AT3G15880
AT1G72450,AT4G16430
AT1G72450,AT4G17880
AT1G72450,AT4G28910
AT1G72450,AT5G13220
AT1G72450,AT5G20900
AT1G72450,AT5G27030
AT1G72450,AT5G46760
AT1G72450,AT5G46830
AT1G72530,AT2G33430
AT1G72530,AT2G35240
AT1G72530,AT3G15000
AT1G72530,AT4G20020
AT1G72730,AT5G57870
AT1G72750,AT1G72750
AT1G72750,AT2G42210
AT1G72750,AT3G16480
AT1G72770,AT1G73000
AT1G72770,AT2G33610
AT1G72770,AT2G38310
AT1G72770,AT2G40330
AT1G72770,AT3G50500
AT1G72770,AT4G01026
AT1G72770,AT4G17870
AT1G72770,AT4G18620
AT1G72770,AT4G27920
AT1G72770,AT4G33950
AT1G72770,AT4G35950
AT1G72770,AT5G05440
AT1G72770,AT5G46790
AT1G72770,AT5G53160
AT1G72770,AT5G62880
AT1G72770,AT5G66880
AT1G72900,AT5G56750
AT1G72930,AT4G25030
AT1G72930,AT5G20570
AT1G73000,AT3G11410
AT1G73000,AT4G18620
AT1G73000,AT4G26080
AT1G73000,AT5G57050
AT1G73030,AT4G26750
AT1G73030,AT5G44560
AT1G73080,AT2G39660
AT1G73080,AT3G02880
AT1G73080,AT3G17840
AT1G73080,AT4G20270
AT1G73080,AT4G33430
AT1G73080,AT5G65700
AT1G73100,AT2G01710
AT1G73230,AT4G35260
AT1G73590,AT2G39840
AT1G73590,AT3G19980
AT1G73590,AT3G28860
AT1G73590,AT4G22130
AT1G73590,AT5G42080
AT1G73590,AT5G63980
AT1G73660,AT4G08850
AT1G73690,AT2G27970
AT1G73690,AT2G32710
AT1G73690,AT3G48750
AT1G73690,AT4G03270
AT1G73690,AT4G28980
AT1G73690,AT4G37630
AT1G73690,AT5G10440
AT1G73690,AT5G11300
AT1G73690,AT5G27620
AT1G73690,AT5G65420
AT1G73720,AT3G47620
AT1G73960,AT4G31720
AT1G74050,AT2G42580
AT1G74050,AT4G25030
AT1G74350,AT5G45410
AT1G74380,AT1G74380
AT1G74380,AT2G03220
AT1G74380,AT2G20370
AT1G74380,AT4G02500
AT1G74470,AT4G36810
AT1G74490,AT2G18790
AT1G74500,AT3G05800
AT1G74500,AT4G24840
AT1G74560,AT3G18035
AT1G74740,AT2G41090
AT1G74740,AT3G43810
AT1G74740,AT3G51920
AT1G74740,AT4G01370
AT1G74740,AT5G21274
AT1G74740,AT5G37780
AT1G74910,AT2G39770
AT1G74940,AT3G29160
AT1G74950,AT1G74950
AT1G74950,AT2G27110
AT1G74950,AT2G39940
AT1G74950,AT2G46510
AT1G74950,AT3G17860
AT1G74950,AT3G43440
AT1G74950,AT4G16430
AT1G74950,AT4G17880
AT1G74950,AT4G28910
AT1G74950,AT5G13220
AT1G74950,AT5G20900
AT1G74950,AT5G46760
AT1G74950,AT5G46830
AT1G74970,AT3G11630
AT1G75060,AT2G45640
AT1G75060,AT3G57390
AT1G75060,AT4G38130
AT1G75080,AT1G80490
AT1G75080,AT2G01570
AT1G75080,AT2G20180
AT1G75080,AT2G40330
AT1G75080,AT2G42620
AT1G75080,AT2G43010
AT1G75080,AT3G09880
AT1G75080,AT3G12490
AT1G75080,AT3G15030
AT1G75080,AT3G15880
AT1G75080,AT3G16830
AT1G75080,AT3G21220
AT1G75080,AT3G21650
AT1G75080,AT3G26020
AT1G75080,AT3G27810
AT1G75080,AT3G47620
AT1G75080,AT3G57870
AT1G75080,AT4G15415
AT1G75080,AT4G18710
AT1G75080,AT4G38130
AT1G75080,AT5G03470
AT1G75080,AT5G08330
AT1G75080,AT5G10450
AT1G75080,AT5G11260
AT1G75080,AT5G13120
AT1G75080,AT5G17490
AT1G75080,AT5G27030
AT1G75080,AT5G35770
AT1G75080,AT5G65430
AT1G75100,AT2G21660
AT1G75100,AT2G41090
AT1G75100,AT5G37780
AT1G75240,AT5G15210
AT1G75240,AT5G65410
AT1G75490,AT2G43790
AT1G75490,AT4G00130
AT1G75540,AT2G32950
AT1G75540,AT3G17609
AT1G75540,AT5G11260
AT1G75540,AT5G12980
AT1G75750,AT2G42580
AT1G75780,AT5G16050
AT1G75820,AT1G75820
AT1G75820,AT3G14840
AT1G75820,AT3G49670
AT1G75820,AT5G04870
AT1G75820,AT5G10290
AT1G75820,AT5G19280
AT1G75820,AT5G65700
AT1G75840,AT2G33460
AT1G75840,AT3G07880
AT1G75840,AT4G38430
AT1G75850,AT4G27690
AT1G75850,AT5G53530
AT1G75950,AT1G77000
AT1G75950,AT1G80440
AT1G75950,AT2G04550
AT1G75950,AT2G18170
AT1G75950,AT2G18915
AT1G75950,AT2G39940
AT1G75950,AT2G42620
AT1G75950,AT2G43790
AT1G75950,AT2G47900
AT1G75950,AT3G01090
AT1G75950,AT3G06240
AT1G75950,AT3G23050
AT1G75950,AT3G29160
AT1G75950,AT3G51260
AT1G75950,AT3G54650
AT1G75950,AT3G59150
AT1G75950,AT3G62980
AT1G75950,AT4G01370
AT1G75950,AT4G02570
AT1G75950,AT4G12560
AT1G75950,AT4G24210
AT1G75950,AT4G24390
AT1G75950,AT4G37130
AT1G75950,AT5G35770
AT1G75950,AT5G42350
AT1G75950,AT5G48170
AT1G75950,AT5G52470
AT1G75950,AT5G57360
AT1G75950,AT5G67250
AT1G75990,AT5G45010
AT1G76030,AT3G11280
AT1G76030,AT4G29130
AT1G76030,AT5G35410
AT1G76080,AT5G19000
AT1G76180,AT3G11630
AT1G76180,AT4G18430
AT1G76260,AT2G19430
AT1G76260,AT4G05420
AT1G76420,AT1G76420
AT1G76420,AT4G14550
AT1G76420,AT4G18390
AT1G76420,AT4G25740
AT1G76420,AT5G17800
AT1G76420,AT5G52650
AT1G76540,AT1G76540
AT1G76540,AT2G22490
AT1G76540,AT2G23430
AT1G76540,AT2G27960
AT1G76540,AT2G27970
AT1G76540,AT2G32710
AT1G76540,AT2G38620
AT1G76540,AT3G07680
AT1G76540,AT3G19150
AT1G76540,AT3G48750
AT1G76540,AT3G50630
AT1G76540,AT3G54180
AT1G76540,AT4G03270
AT1G76540,AT4G28980
AT1G76540,AT4G34160
AT1G76540,AT4G37490
AT1G76540,AT4G37630
AT1G76540,AT5G03415
AT1G76540,AT5G06150
AT1G76540,AT5G10440
AT1G76540,AT5G11300
AT1G76540,AT5G25380
AT1G76540,AT5G27620
AT1G76540,AT5G43080
AT1G76540,AT5G65420
AT1G76540,AT5G67260
AT1G77000,AT3G60010
AT1G77000,AT5G42190
AT1G77080,AT2G22540
AT1G77080,AT2G47210
AT1G77080,AT3G47620
AT1G77080,AT5G17510
AT1G77140,AT4G02195
AT1G77140,AT5G26980
AT1G77180,AT1G79730
AT1G77210,AT5G04870
AT1G77300,AT1G77300
AT1G77300,AT4G26840
AT1G77300,AT5G55160
AT1G77760,AT1G78300
AT1G77760,AT2G43790
AT1G77760,AT3G45640
AT1G77760,AT3G48150
AT1G77760,AT5G60410
AT1G78000,AT4G14880
AT1G78290,AT4G33950
AT1G78290,AT5G21326
AT1G78300,AT1G78300
AT1G78300,AT4G11280
AT1G78300,AT4G26200
AT1G78300,AT5G45410
AT1G78300,AT5G65800
AT1G78310,AT3G45640
AT1G78310,AT4G37710
AT1G78310,AT5G46350
AT1G78340,AT3G17410
AT1G78380,AT3G18130
AT1G78510,AT4G36810
AT1G78510,AT5G09820
AT1G78570,AT1G78570
AT1G78570,AT4G37130
AT1G78630,AT4G25030
AT1G78860,AT5G45410
AT1G78920,AT3G62560
AT1G78920,AT5G06320
AT1G78920,AT5G42000
AT1G79000,AT3G15030
AT1G79000,AT4G04450
AT1G79000,AT4G32570
AT1G79000,AT4G39070
AT1G79010,AT4G37130
AT1G79020,AT2G18170
AT1G79020,AT2G43790
AT1G79020,AT5G64610
AT1G79040,AT3G57870
AT1G79280,AT3G57870
AT1G79280,AT5G49880
AT1G79380,AT4G04950
AT1G79380,AT4G32690
AT1G79380,AT5G41700
AT1G79380,AT5G63970
AT1G79530,AT2G01830
AT1G79570,AT4G28650
AT1G79610,AT5G04990
AT1G79650,AT4G32010
AT1G79650,AT4G38630
AT1G79730,AT5G61150
AT1G79750,AT2G19900
AT1G79830,AT5G66030
AT1G79850,AT3G11630
AT1G79930,AT5G60640
AT1G79940,AT2G18790
AT1G79940,AT2G21050
AT1G79940,AT3G29160
AT1G79940,AT4G00900
AT1G79940,AT4G12730
AT1G79940,AT5G21990
AT1G79940,AT5G46240
AT1G79940,AT5G57940
AT1G80030,AT2G18170
AT1G80030,AT4G01370
AT1G80210,AT4G37130
AT1G80350,AT2G33460
AT1G80350,AT5G10470
AT1G80350,AT5G23430
AT1G80410,AT3G06610
AT1G80440,AT2G25180
AT1G80440,AT2G37040
AT1G80440,AT3G16857
AT1G80490,AT1G80490
AT1G80490,AT2G28550
AT1G80490,AT2G37630
AT1G80490,AT3G02550
AT1G80490,AT3G11260
AT1G80490,AT3G15210
AT1G80490,AT3G15880
AT1G80490,AT3G20310
AT1G80490,AT3G50060
AT1G80490,AT4G14560
AT1G80490,AT4G30935
AT1G80490,AT5G55170
AT1G80490,AT5G56030
AT1G80490,AT5G59980
AT1G80490,AT5G60120
AT1G80490,AT5G63470
AT1G80560,AT5G14200
AT1G80670,AT4G05420
AT1G80720,AT4G32570
AT1G80720,AT5G16850
AT1G80840,AT1G80840
AT1G80840,AT2G25000
AT1G80840,AT2G43010
AT1G80840,AT4G01370
AT1G80840,AT4G01720
AT1G80840,AT4G04450
AT1G80840,AT4G22070
AT1G80840,AT4G31800
AT1G80840,AT5G13630
AT2G01050,AT4G14040
AT2G01140,AT3G18130
AT2G01210,AT3G02880
AT2G01210,AT3G14840
AT2G01210,AT5G06320
AT2G01210,AT5G16590
AT2G01210,AT5G48380
AT2G01210,AT5G65700
AT2G01250,AT3G07780
AT2G01350,AT3G57870
AT2G01420,AT3G19980
AT2G01420,AT3G28220
AT2G01420,AT4G23650
AT2G01420,AT4G29040
AT2G01420,AT5G06320
AT2G01420,AT5G07340
AT2G01430,AT2G43790
AT2G01530,AT3G12390
AT2G01570,AT2G20180
AT2G01570,AT2G21470
AT2G01570,AT2G39840
AT2G01570,AT2G43010
AT2G01570,AT2G45160
AT2G01570,AT3G05120
AT2G01570,AT3G05690
AT2G01570,AT3G16770
AT2G01570,AT3G17860
AT2G01570,AT3G27920
AT2G01570,AT3G47620
AT2G01570,AT3G51260
AT2G01570,AT3G60630
AT2G01570,AT3G63010
AT2G01570,AT4G04890
AT2G01570,AT4G08920
AT2G01570,AT4G21750
AT2G01570,AT4G24210
AT2G01570,AT4G24940
AT2G01570,AT4G26840
AT2G01570,AT5G14170
AT2G01570,AT5G20730
AT2G01570,AT5G37020
AT2G01570,AT5G41315
AT2G01570,AT5G47640
AT2G01570,AT5G59980
AT2G01710,AT3G47620
AT2G01710,AT5G08330
AT2G01730,AT5G23880
AT2G01770,AT3G60600
AT2G01830,AT2G05070
AT2G01830,AT2G38280
AT2G01830,AT2G45820
AT2G01830,AT2G45960
AT2G01830,AT3G21510
AT2G01830,AT5G16070
AT2G01830,AT5G20290
AT2G01830,AT5G59850
AT2G01950,AT2G01950
AT2G01950,AT2G13360
AT2G01950,AT2G19190
AT2G01950,AT2G19940
AT2G01950,AT2G42580
AT2G01950,AT3G02880
AT2G01950,AT3G13750
AT2G01950,AT3G16640
AT2G01950,AT3G17840
AT2G01950,AT3G21720
AT2G01950,AT3G23050
AT2G01950,AT3G56460
AT2G01950,AT3G59920
AT2G01950,AT3G62290
AT2G01950,AT4G05320
AT2G01950,AT4G17170
AT2G01950,AT4G30190
AT2G01950,AT4G31490
AT2G01950,AT4G35090
AT2G01950,AT5G01530
AT2G01950,AT5G02500
AT2G01950,AT5G03240
AT2G01950,AT5G11500
AT2G01950,AT5G14240
AT2G01950,AT5G16590
AT2G01950,AT5G38410
AT2G01950,AT5G54160
AT2G01950,AT5G63190
AT2G01950,AT5G63570
AT2G02090,AT2G38750
AT2G02090,AT4G33945
AT2G02090,AT5G16850
AT2G02470,AT2G02470
AT2G02470,AT3G11200
AT2G02470,AT5G20510
AT2G02470,AT5G44280
AT2G02560,AT2G25000
AT2G02560,AT3G21175
AT2G02560,AT3G47620
AT2G02560,AT4G02570
AT2G02560,AT4G08150
AT2G02560,AT5G46210
AT2G02950,AT2G18790
AT2G02950,AT3G45780
AT2G02950,AT5G64330
AT2G03070,AT2G43410
AT2G03120,AT3G60600
AT2G03120,AT4G26450
AT2G03120,AT4G26455
AT2G03150,AT3G06590
AT2G03220,AT2G03220
AT2G03220,AT2G20370
AT2G03220,AT4G02500
AT2G03340,AT2G34140
AT2G03340,AT2G43790
AT2G03440,AT5G01820
AT2G03640,AT3G13990
AT2G03680,AT5G62500
AT2G03870,AT2G18740
AT2G03870,AT3G14080
AT2G03870,AT3G59810
AT2G03870,AT4G30330
AT2G04030,AT3G12580
AT2G04390,AT3G48150
AT2G04520,AT2G05210
AT2G04520,AT5G16850
AT2G04520,AT5G62440
AT2G04550,AT3G11410
AT2G04550,AT5G47100
AT2G04630,AT3G47620
AT2G04630,AT4G32570
AT2G04630,AT5G08330
AT2G04630,AT5G63310
AT2G04660,AT2G18290
AT2G04660,AT3G05870
AT2G04660,AT3G16320
AT2G04660,AT3G48150
AT2G04790,AT4G25030
AT2G04790,AT5G45410
AT2G05100,AT2G16640
AT2G05170,AT4G32570
AT2G05210,AT2G16440
AT2G05210,AT3G02540
AT2G05210,AT3G03460
AT2G05210,AT3G12210
AT2G05210,AT3G18580
AT2G05210,AT3G19980
AT2G05210,AT3G21175
AT2G05210,AT3G22990
AT2G05210,AT3G57150
AT2G05210,AT4G02060
AT2G05210,AT4G11060
AT2G05210,AT4G24190
AT2G05210,AT4G24840
AT2G05210,AT4G32040
AT2G05210,AT5G08560
AT2G05210,AT5G11060
AT2G05210,AT5G11980
AT2G05210,AT5G12980
AT2G05210,AT5G14170
AT2G05210,AT5G16850
AT2G05210,AT5G17510
AT2G05210,AT5G25220
AT2G05210,AT5G38470
AT2G05210,AT5G51570
AT2G05210,AT5G62440
AT2G05210,AT5G67385
AT2G05310,AT4G25030
AT2G05620,AT4G11960
AT2G05620,AT4G22890
AT2G05710,AT4G15415
AT2G05840,AT3G27430
AT2G05840,AT5G40580
AT2G05940,AT2G05940
AT2G05940,AT3G25070
AT2G06510,AT2G24490
AT2G06530,AT3G53120
AT2G06530,AT4G16144
AT2G06530,AT5G13860
AT2G06530,AT5G44560
AT2G06850,AT2G26300
AT2G06850,AT4G17730
AT2G07690,AT5G16850
AT2G07698,AT3G11630
AT2G09990,AT4G25030
AT2G10940,AT3G11630
AT2G10940,AT5G45410
AT2G13360,AT2G13360
AT2G13360,AT3G14415
AT2G13370,AT3G54610
AT2G13540,AT2G27100
AT2G13560,AT2G13560
AT2G14120,AT2G14120
AT2G14120,AT4G33650
AT2G14510,AT2G26330
AT2G14510,AT3G14350
AT2G14510,AT4G22130
AT2G14510,AT4G39400
AT2G14510,AT5G16590
AT2G14510,AT5G46330
AT2G14830,AT5G45410
AT2G15400,AT2G15430
AT2G15400,AT3G52090
AT2G15430,AT3G05690
AT2G15430,AT3G24140
AT2G15430,AT3G26744
AT2G15430,AT3G52090
AT2G15430,AT4G14540
AT2G15430,AT5G05410
AT2G15430,AT5G09920
AT2G15430,AT5G47640
AT2G15620,AT4G09000
AT2G16280,AT2G16280
AT2G16280,AT3G55360
AT2G16280,AT5G10480
AT2G16280,AT5G56750
AT2G16365,AT2G18790
AT2G16365,AT4G16250
AT2G16365,AT4G18130
AT2G16370,AT3G18140
AT2G16600,AT5G56750
AT2G16640,AT2G28900
AT2G16640,AT2G34420
AT2G16640,AT2G34430
AT2G16640,AT2G44650
AT2G16640,AT2G45180
AT2G16640,AT3G08580
AT2G16640,AT3G16640
AT2G16640,AT3G21055
AT2G16640,AT3G27690
AT2G16640,AT3G47470
AT2G16640,AT3G54890
AT2G16640,AT3G61470
AT2G16640,AT3G63410
AT2G16640,AT4G01900
AT2G16640,AT4G02520
AT2G16640,AT4G02770
AT2G16640,AT4G05180
AT2G16640,AT4G10340
AT2G16640,AT4G12800
AT2G16640,AT4G14880
AT2G16640,AT4G25100
AT2G16640,AT4G27440
AT2G16640,AT4G32260
AT2G16640,AT5G01530
AT2G16640,AT5G38410
AT2G16640,AT5G38420
AT2G16640,AT5G38430
AT2G16640,AT5G54770
AT2G16640,AT5G54810
AT2G16640,AT5G64040
AT2G16640,AT5G66120
AT2G16760,AT4G26840
AT2G16850,AT2G30490
AT2G16850,AT2G37180
AT2G16850,AT2G45960
AT2G16850,AT3G60600
AT2G16850,AT4G00430
AT2G16850,AT4G23400
AT2G16850,AT4G26450
AT2G16850,AT4G26455
AT2G16850,AT4G35100
AT2G16850,AT5G09400
AT2G16900,AT3G06720
AT2G17150,AT3G57870
AT2G17190,AT2G35635
AT2G17200,AT2G26590
AT2G17200,AT4G38630
AT2G17290,AT4G35900
AT2G17350,AT4G02150
AT2G17350,AT4G16143
AT2G17390,AT5G05000
AT2G17410,AT3G57870
AT2G17520,AT2G17520
AT2G17560,AT2G28290
AT2G17560,AT5G17800
AT2G17670,AT3G48150
AT2G17670,AT4G37260
AT2G17800,AT2G33460
AT2G17800,AT4G38430
AT2G17950,AT2G17950
AT2G17950,AT2G18170
AT2G17950,AT2G45160
AT2G17950,AT3G15030
AT2G17950,AT3G45640
AT2G17950,AT3G47620
AT2G17950,AT3G60630
AT2G17950,AT4G04885
AT2G17950,AT4G36710
AT2G18000,AT2G30120
AT2G18000,AT2G47210
AT2G18000,AT4G00650
AT2G18000,AT5G25150
AT2G18000,AT5G43130
AT2G18000,AT5G45600
AT2G18000,AT5G58470
AT2G18020,AT5G45410
AT2G18170,AT2G30980
AT2G18170,AT2G31390
AT2G18170,AT2G38300
AT2G18170,AT2G41630
AT2G18170,AT2G43790
AT2G18170,AT2G46500
AT2G18170,AT2G46830
AT2G18170,AT3G13670
AT2G18170,AT3G20130
AT2G18170,AT3G21175
AT2G18170,AT3G21510
AT2G18170,AT3G21630
AT2G18170,AT3G23310
AT2G18170,AT3G63280
AT2G18170,AT4G23650
AT2G18170,AT4G23810
AT2G18170,AT4G25560
AT2G18170,AT4G29810
AT2G18170,AT4G36250
AT2G18170,AT4G39070
AT2G18170,AT5G13790
AT2G18170,AT5G19450
AT2G18170,AT5G35410
AT2G18170,AT5G63310
AT2G18290,AT3G48750
AT2G18290,AT3G57860
AT2G18290,AT3G62800
AT2G18290,AT4G33270
AT2G18380,AT3G45640
AT2G18380,AT4G01370
AT2G18450,AT5G45410
AT2G18710,AT2G28800
AT2G18710,AT4G25030
AT2G18740,AT3G59810
AT2G18740,AT4G30220
AT2G18750,AT3G03000
AT2G18750,AT3G43810
AT2G18790,AT2G18790
AT2G18790,AT2G20180
AT2G18790,AT2G25620
AT2G18790,AT2G25930
AT2G18790,AT2G26190
AT2G18790,AT2G32950
AT2G18790,AT2G34640
AT2G18790,AT2G39810
AT2G18790,AT2G42400
AT2G18790,AT2G42810
AT2G18790,AT2G43010
AT2G18790,AT2G46340
AT2G18790,AT2G46970
AT2G18790,AT3G33520
AT2G18790,AT3G59060
AT2G18790,AT4G08920
AT2G18790,AT4G16250
AT2G18790,AT4G18130
AT2G18790,AT5G04870
AT2G18790,AT5G15840
AT2G18790,AT5G37055
AT2G18790,AT5G48300
AT2G18790,AT5G57360
AT2G18790,AT5G61270
AT2G18790,AT5G63310
AT2G18915,AT2G18915
AT2G18915,AT2G24790
AT2G18915,AT2G28550
AT2G18915,AT2G33500
AT2G18915,AT3G60020
AT2G18915,AT4G34210
AT2G18915,AT5G15840
AT2G18915,AT5G15850
AT2G18915,AT5G24470
AT2G18915,AT5G24930
AT2G18915,AT5G39660
AT2G18915,AT5G42190
AT2G18915,AT5G57360
AT2G18915,AT5G61380
AT2G18915,AT5G62430
AT2G18960,AT3G25070
AT2G18960,AT3G57870
AT2G18960,AT4G27500
AT2G19190,AT2G30490
AT2G19190,AT2G31880
AT2G19190,AT5G06320
AT2G19190,AT5G07340
AT2G19430,AT4G05420
AT2G19430,AT5G42920
AT2G19480,AT3G18035
AT2G19480,AT4G26110
AT2G19480,AT4G26840
AT2G19480,AT4G40040
AT2G19480,AT5G10400
AT2G19480,AT5G16850
AT2G19520,AT2G39810
AT2G19520,AT2G42940
AT2G19520,AT3G09670
AT2G19520,AT3G18520
AT2G19520,AT3G48190
AT2G19520,AT3G54760
AT2G19520,AT4G05420
AT2G19520,AT4G10180
AT2G19520,AT4G21100
AT2G19520,AT4G29730
AT2G19520,AT5G61060
AT2G19520,AT5G63110
AT2G19540,AT4G05420
AT2G19540,AT5G52640
AT2G20140,AT5G45390
AT2G20180,AT2G20180
AT2G20180,AT2G32700
AT2G20180,AT2G32950
AT2G20180,AT2G34640
AT2G20180,AT2G43010
AT2G20180,AT3G03450
AT2G20180,AT3G17609
AT2G20180,AT3G22170
AT2G20180,AT3G24650
AT2G20180,AT3G59060
AT2G20180,AT4G10180
AT2G20180,AT4G37710
AT2G20180,AT5G11260
AT2G20180,AT5G61270
AT2G20180,AT5G61380
AT2G20260,AT4G02510
AT2G20260,AT4G25030
AT2G20260,AT5G45410
AT2G20370,AT2G20370
AT2G20370,AT4G02500
AT2G20450,AT3G06530
AT2G20530,AT4G25030
AT2G20580,AT3G02540
AT2G20580,AT4G25030
AT2G20760,AT3G45640
AT2G20760,AT4G01370
AT2G20890,AT2G26300
AT2G20990,AT3G57870
AT2G21060,AT3G20550
AT2G21060,AT4G34530
AT2G21270,AT2G46500
AT2G21330,AT3G54170
AT2G21380,AT2G35940
AT2G21380,AT2G42260
AT2G21390,AT4G25030
AT2G21470,AT3G57870
AT2G21580,AT2G26300
AT2G21620,AT2G26300
AT2G21620,AT3G59220
AT2G21620,AT4G17730
AT2G21620,AT5G60640
AT2G21630,AT4G32570
AT2G21660,AT4G34230
AT2G21870,AT3G57870
AT2G21870,AT5G09420
AT2G22125,AT4G32410
AT2G22125,AT5G05170
AT2G22125,AT5G19780
AT2G22125,AT5G64740
AT2G22240,AT4G39800
AT2G22360,AT3G57870
AT2G22360,AT5G01820
AT2G22430,AT2G30360
AT2G22430,AT3G01090
AT2G22430,AT3G29160
AT2G22430,AT4G16360
AT2G22430,AT4G26080
AT2G22430,AT5G01820
AT2G22430,AT5G21170
AT2G22475,AT2G31270
AT2G22475,AT2G39840
AT2G22475,AT5G24520
AT2G22490,AT2G23430
AT2G22490,AT2G27970
AT2G22490,AT2G32710
AT2G22490,AT3G12280
AT2G22490,AT3G19150
AT2G22490,AT3G24810
AT2G22490,AT3G48750
AT2G22490,AT3G54180
AT2G22490,AT5G48820
AT2G22540,AT2G42830
AT2G22540,AT2G45660
AT2G22540,AT3G44110
AT2G22540,AT5G10140
AT2G22540,AT5G13790
AT2G22540,AT5G17690
AT2G22800,AT4G15090
AT2G23070,AT4G34460
AT2G23080,AT2G41090
AT2G23080,AT3G43810
AT2G23080,AT3G51920
AT2G23080,AT5G21274
AT2G23080,AT5G37780
AT2G23090,AT4G17730
AT2G23350,AT4G24840
AT2G23380,AT2G37630
AT2G23380,AT3G20740
AT2G23380,AT3G23980
AT2G23380,AT4G18390
AT2G23380,AT5G51230
AT2G23430,AT2G27960
AT2G23430,AT2G27970
AT2G23430,AT2G38620
AT2G23430,AT3G48160
AT2G23430,AT3G48750
AT2G23430,AT3G50070
AT2G23430,AT4G03270
AT2G23430,AT4G28980
AT2G23430,AT4G34160
AT2G23430,AT4G37630
AT2G23430,AT5G10440
AT2G23430,AT5G14960
AT2G23430,AT5G27620
AT2G23430,AT5G43080
AT2G23430,AT5G65420
AT2G23430,AT5G67260
AT2G23690,AT5G45410
AT2G23770,AT5G24010
AT2G23980,AT3G10640
AT2G23980,AT5G06320
AT2G23980,AT5G25752
AT2G24090,AT4G26110
AT2G24170,AT3G28220
AT2G24170,AT4G23400
AT2G24200,AT2G24200
AT2G24270,AT2G24270
AT2G24270,AT5G56750
AT2G24420,AT4G34460
AT2G24420,AT5G56750
AT2G24490,AT2G36490
AT2G24590,AT4G18390
AT2G24590,AT5G12980
AT2G24720,AT2G29100
AT2G24790,AT2G28550
AT2G24790,AT2G32950
AT2G24790,AT3G21150
AT2G24790,AT4G38960
AT2G24790,AT5G12980
AT2G24790,AT5G27910
AT2G24790,AT5G28640
AT2G25000,AT2G25000
AT2G25000,AT2G25730
AT2G25000,AT2G30950
AT2G25000,AT2G33610
AT2G25000,AT2G36740
AT2G25000,AT3G27420
AT2G25000,AT4G01720
AT2G25000,AT4G02150
AT2G25000,AT4G02620
AT2G25000,AT4G31800
AT2G25000,AT5G06160
AT2G25000,AT5G12980
AT2G25000,AT5G13630
AT2G25000,AT5G15450
AT2G25000,AT5G41520
AT2G25000,AT5G52650
AT2G25000,AT5G57870
AT2G25140,AT3G45640
AT2G25140,AT4G01370
AT2G25170,AT5G11260
AT2G25620,AT2G46970
AT2G25620,AT3G13960
AT2G25620,AT3G15030
AT2G25620,AT3G21350
AT2G25620,AT3G47620
AT2G25620,AT4G32570
AT2G25620,AT5G08330
AT2G25620,AT5G25220
AT2G25620,AT5G50470
AT2G25620,AT5G59380
AT2G25620,AT5G60100
AT2G25625,AT5G66570
AT2G25930,AT2G32950
AT2G25930,AT2G40080
AT2G25930,AT2G43010
AT2G25930,AT3G46640
AT2G25930,AT4G38960
AT2G25930,AT5G61380
AT2G25980,AT2G25980
AT2G25980,AT3G01180
AT2G26000,AT2G42160
AT2G26070,AT5G53560
AT2G26080,AT4G15560
AT2G26230,AT2G26230
AT2G26280,AT3G21630
AT2G26280,AT4G34110
AT2G26300,AT2G42400
AT2G26300,AT3G15730
AT2G26300,AT3G21630
AT2G26300,AT3G59220
AT2G26300,AT4G00752
AT2G26300,AT4G11420
AT2G26300,AT4G17730
AT2G26300,AT4G25100
AT2G26300,AT4G27630
AT2G26300,AT4G33060
AT2G26300,AT4G33430
AT2G26300,AT4G34460
AT2G26300,AT5G04870
AT2G26300,AT5G10470
AT2G26300,AT5G13430
AT2G26300,AT5G13440
AT2G26300,AT5G16590
AT2G26300,AT5G20150
AT2G26300,AT5G23060
AT2G26300,AT5G48380
AT2G26300,AT5G63310
AT2G26330,AT2G26330
AT2G26330,AT3G14350
AT2G26330,AT3G49670
AT2G26330,AT5G07280
AT2G26330,AT5G10290
